,time,tweet,emotion
36,2021-03-18T02:30:48.000Z,"RT @VTFoundation: Most employers seek career-ready professionals.

@VTFoundation internships are foundational in preparing you for the work…",Trust
37,2021-03-18T02:29:06.000Z,"I completed the Web Security Academy lab:
Basic SSRF against the local server

@WebSecAcademy
 https://t.co/MxsB1eDZyz",Joy
38,2021-03-17T03:10:22.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with password disclosure

@WebSecAcademy
 https://t.co/6sLrMnYjV8",Trust
39,2021-03-17T02:54:15.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Referer-based access control

@WebSecAcademy
 https://t.co/2L6bIvtHNY",Fear
40,2021-03-17T02:54:09.000Z,"I completed the Web Security Academy lab:
Referer-based access control

@WebSecAcademy
 https://t.co/2L6bIvtHNY",Surprise
41,2021-03-17T02:38:28.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Multi-step process with no access control on one step

@WebSecAcademy
 https://t.co…",Trust
42,2021-03-17T02:38:22.000Z,"I completed the Web Security Academy lab:
Multi-step process with no access control on one step

@WebSecAcademy
 https://t.co/1PH2vZvi8F",Joy
43,2021-03-16T05:25:40.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Insecure direct object references

@WebSecAcademy
 https://t.co/jrp2N8kQam",Fear
44,2021-03-16T05:25:34.000Z,"I completed the Web Security Academy lab:
Insecure direct object references

@WebSecAcademy
 https://t.co/jrp2N8kQam",Fear
45,2021-03-16T05:09:35.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcade…",Fear
46,2021-03-16T05:06:25.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcademy
 https://t.co/uDpKaOar6C",Surprise
47,2021-03-16T05:02:33.000Z,RT @Wldathome: It's officially Zack Snyder's Justice League week. Let's gooooooooooooo! https://t.co/mqhRqzaLvx,Joy
48,2021-03-16T04:56:23.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter, with unpredictable user IDs

@WebSecAcademy
 https://t.co/00X5wYNA2p",Surprise
49,2021-03-16T04:50:06.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter

@WebSecAcademy
 https://t.co/pZ0QnXCRF7",Fear
50,2021-03-16T04:25:34.000Z,"I completed the Web Security Academy lab:
Method-based access control can be circumvented

@WebSecAcademy
 https://t.co/vUORA92gMU",Joy
51,2021-03-12T03:48:06.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
URL-based access control can be circumvented

@WebSecAcademy
 https://t.co/6vk6utFa…",Fear
52,2021-03-12T03:47:56.000Z,"I completed the Web Security Academy lab:
URL-based access control can be circumvented

@WebSecAcademy
 https://t.co/6vk6utFaco",Joy
53,2021-03-12T03:17:49.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User role can be modified in user profile

@WebSecAcademy
 https://t.co/OKoGpGIKnx",Trust
54,2021-03-12T03:17:35.000Z,"I completed the Web Security Academy lab:
User role can be modified in user profile

@WebSecAcademy
 https://t.co/OKoGpGIKnx",Surprise
55,2021-03-12T03:01:46.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User role controlled by request parameter

@WebSecAcademy
 https://t.co/LOJZiEcrEl",Fear
56,2021-03-12T03:01:25.000Z,"I completed the Web Security Academy lab:
User role controlled by request parameter

@WebSecAcademy
 https://t.co/LOJZiEcrEl",Fear
57,2021-03-12T02:22:31.000Z,"I completed the Web Security Academy lab:
Unprotected admin functionality with unpredictable URL

@WebSecAcademy
 https://t.co/Py0h9uevqL",Joy
58,2021-03-12T02:07:35.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Unprotected admin functionality

@WebSecAcademy
 https://t.co/oUUQ1tzEp7",Trust
59,2021-03-12T02:07:19.000Z,"I completed the Web Security Academy lab:
Unprotected admin functionality

@WebSecAcademy
 https://t.co/oUUQ1tzEp7",Joy
60,2021-03-10T03:27:15.000Z,"I completed the Web Security Academy lab:
Authentication bypass via information disclosure

@WebSecAcademy
 https://t.co/gwU6nF8Ork",Surprise
61,2021-03-10T03:00:49.000Z,"I completed the Web Security Academy lab:
Source code disclosure via backup files

@WebSecAcademy
 https://t.co/lNYYkKkhcU",Fear
62,2021-03-09T03:06:05.000Z,"I completed the Web Security Academy lab:
Information disclosure on debug page

@WebSecAcademy
 https://t.co/OlbdChehpK",Trust
63,2021-03-09T02:55:31.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C",Fear
64,2021-03-09T02:53:48.000Z,"I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C",Surprise
65,2021-03-07T05:07:37.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Flawed enforcement of business rules

@WebSecAcademy
 https://t.co/GUu6gqtTgZ",Joy
66,2021-03-07T05:06:16.000Z,"I completed the Web Security Academy lab:
Flawed enforcement of business rules

@WebSecAcademy
 https://t.co/GUu6gqtTgZ",Joy
67,2021-03-07T04:15:21.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Authentication bypass via flawed state machine

@WebSecAcademy
 https://t.co/ODmjtm…",Surprise
68,2021-03-07T04:15:08.000Z,"I completed the Web Security Academy lab:
Authentication bypass via flawed state machine

@WebSecAcademy
 https://t.co/ODmjtmIBgv",Surprise
69,2021-03-06T03:17:10.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Insufficient workflow validation

@WebSecAcademy
 https://t.co/k9Kf8ffg21",Joy
70,2021-03-06T03:16:46.000Z,"I completed the Web Security Academy lab:
Insufficient workflow validation

@WebSecAcademy
 https://t.co/k9Kf8ffg21",Joy
71,2021-03-06T02:33:19.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Weak isolation on dual-use endpoint

@WebSecAcademy
 https://t.co/B9XfuxdacJ",Fear
72,2021-03-06T02:33:09.000Z,"I completed the Web Security Academy lab:
Weak isolation on dual-use endpoint

@WebSecAcademy
 https://t.co/B9XfuxdacJ",Joy
73,2021-03-05T02:38:23.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Inconsistent security controls

@WebSecAcademy
 https://t.co/QVZyDuOD3p",Fear
74,2021-03-05T02:38:15.000Z,"I completed the Web Security Academy lab:
Inconsistent security controls

@WebSecAcademy
 https://t.co/QVZyDuOD3p",Trust
75,2021-03-04T07:41:48.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Brute-forcing a stay-logged-in cookie

@WebSecAcademy
 https://t.co/yLpb6QuZ0V",Joy
76,2021-03-04T03:02:18.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Low-level logic flaw

@WebSecAcademy
 https://t.co/saB5wp7LeM",Joy
77,2021-03-04T03:02:10.000Z,"I completed the Web Security Academy lab:
Low-level logic flaw

@WebSecAcademy
 https://t.co/saB5wp7LeM",Joy
78,2021-03-03T12:46:12.000Z,"I completed the Web Security Academy lab:
High-level logic vulnerability

@WebSecAcademy
 https://t.co/EUVFs74t23",Joy
79,2021-03-02T03:36:16.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
2FA broken logic

@WebSecAcademy
 https://t.co/apYXYQeSud",Joy
80,2021-03-02T03:36:07.000Z,"I completed the Web Security Academy lab:
2FA broken logic

@WebSecAcademy
 https://t.co/apYXYQeSud",Joy
81,2021-03-02T03:17:10.000Z,"RT @Tesla: Use Tesla phone app to melt snow &amp; ice off your car before even leaving the house

📸 by @cookie_esq https://t.co/P3r8JUOvpv",Surprise
82,2021-03-02T03:16:10.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Excessive trust in client-side controls

@WebSecAcademy
 https://t.co/83ZTEdtArC",Trust
83,2021-03-02T03:15:59.000Z,"I completed the Web Security Academy lab:
Excessive trust in client-side controls

@WebSecAcademy
 https://t.co/83ZTEdtArC",Trust
84,2021-03-01T05:08:08.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Blind OS command injection with output redirection

@WebSecAcademy
 https://t.co/ZP…",Fear
85,2021-03-01T05:08:04.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Blind OS command injection with out-of-band interaction

@WebSecAcademy
 https://t.…",Surprise
86,2021-03-01T05:07:57.000Z,"I completed the Web Security Academy lab:
Blind OS command injection with out-of-band interaction

@WebSecAcademy
 https://t.co/Gcq25u1AJH",Fear
87,2021-03-01T05:01:32.000Z,"I completed the Web Security Academy lab:
Blind OS command injection with output redirection

@WebSecAcademy
 https://t.co/ZPlBSMdTMZ",Fear
88,2021-03-01T04:54:21.000Z,"I completed the Web Security Academy lab:
Blind OS command injection with time delays

@WebSecAcademy
 https://t.co/q8nADYCEmN",Fear
89,2021-03-01T04:15:05.000Z,"I completed the Web Security Academy lab:
OS command injection, simple case

@WebSecAcademy
 https://t.co/TOJuD2keub",Fear
90,2021-02-28T05:24:04.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, validation of file extension with null byte bypass

@WebSecAca…",Fear
91,2021-02-28T05:20:23.000Z,"I completed the Web Security Academy lab:
File path traversal, validation of file extension with null byte bypass

@WebSecAcademy
 https://t.co/AI8Yj6EGLs",Surprise
92,2021-02-28T05:08:06.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped with superfluous URL-decode

@Web…",Joy
93,2021-02-28T05:07:57.000Z,"I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped with superfluous URL-decode

@WebSecAcademy
 https://t.co/V1yqiBGWE4",Joy
94,2021-02-28T04:53:02.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, traversal sequences blocked with absolute path bypass

@WebSec…",Fear
95,2021-02-28T04:52:56.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped non-recursively

@WebSecAcademy…",Joy
96,2021-02-28T04:52:48.000Z,"I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped non-recursively

@WebSecAcademy
 https://t.co/BQVa34wODy",Joy
97,2021-02-28T04:37:33.000Z,"I completed the Web Security Academy lab:
File path traversal, traversal sequences blocked with absolute path bypass

@WebSecAcademy
 https://t.co/xP62YDFG07",Trust
98,2021-02-28T04:23:23.000Z,"I completed the Web Security Academy lab:
File path traversal, simple case

@WebSecAcademy
 https://t.co/P1BKsqlMAV",Surprise
99,2021-02-27T03:28:43.000Z,"I completed the Web Security Academy lab:
Password brute-force via password change

@WebSecAcademy
 https://t.co/LPYPUQlTIr",Trust
100,2021-02-27T02:42:58.000Z,"I completed the Web Security Academy lab:
Password reset poisoning via middleware

@WebSecAcademy
 https://t.co/2ESVe4UOUW",Joy
101,2021-02-26T09:50:23.000Z,"I completed the Web Security Academy lab:
Password reset broken logic

@WebSecAcademy
 https://t.co/Yv8Rxd20iR",Trust
102,2021-02-26T09:39:15.000Z,"I completed the Web Security Academy lab:
Offline password cracking

@WebSecAcademy
 https://t.co/1GBsGo1HwQ",Joy
103,2021-02-23T07:31:18.000Z,"I completed the Web Security Academy lab:
Brute-forcing a stay-logged-in cookie

@WebSecAcademy
 https://t.co/yLpb6QuZ0V",Joy
104,2021-02-19T07:16:55.000Z,"Vulnerabilities in multi-factor authentication | Web Security Academy
 https://t.co/ecmk8k1tzU",Joy
105,2021-02-19T07:13:42.000Z,"I completed the Web Security Academy lab:
2FA simple bypass

@WebSecAcademy
 https://t.co/WOxHyf4r8o",Joy
106,2021-02-19T06:23:30.000Z,"I completed the Web Security Academy lab:
Broken brute-force protection, multiple credentials per request

@WebSecAcademy
 https://t.co/ecsuOkAItl",Joy
107,2021-02-19T06:05:03.000Z,"I completed the Web Security Academy lab:
Username enumeration via account lock

@WebSecAcademy
 https://t.co/D5Z5QIGy1R",Surprise
108,2021-02-18T05:28:28.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Broken brute-force protection, IP block

@WebSecAcademy
 https://t.co/fnyaowyK6d",Fear
109,2021-02-18T05:28:22.000Z,"I completed the Web Security Academy lab:
Broken brute-force protection, IP block

@WebSecAcademy
 https://t.co/fnyaowyK6d",Fear
110,2021-02-18T04:18:16.000Z,"RT @NASA: .@NASAInSight @MarsCuriosity Ladies, any words of advice for @NASAPersevere rn? She's ONE day from landing on Mars! #CountdownToM…",Trust
111,2021-02-18T04:18:02.000Z,"RT @NASA: We're ONE day from @NASAPersevere's landing! Today’s #CountdownToMars events:

♦️ 12:30pm ET (5:30pm UTC): Elementary school stud…",Surprise
112,2021-02-18T04:17:28.000Z,"RT @NASA: In ONE day, @NASAPersevere will attempt the most dangerous Mars landing to date on a mission to search for signs of ancient life…",Joy
113,2021-02-17T06:00:28.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Username enumeration via response timing

@WebSecAcademy
 https://t.co/xj1juYKnI0",Joy
114,2021-02-17T06:00:04.000Z,"I completed the Web Security Academy lab:
Username enumeration via response timing

@WebSecAcademy
 https://t.co/xj1juYKnI0",Surprise
115,2021-02-16T06:04:25.000Z,"I completed the Web Security Academy lab:
Username enumeration via subtly different responses

@WebSecAcademy
 https://t.co/JZwEWKvXXZ",Trust
116,2021-02-16T05:42:13.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Username enumeration via different responses

@WebSecAcademy
 https://t.co/3T4yGX6o…",Trust
117,2021-02-16T05:42:04.000Z,"I completed the Web Security Academy lab:
Username enumeration via different responses

@WebSecAcademy
 https://t.co/3T4yGX6oKd",Trust
118,2021-02-15T04:01:55.000Z,"RT @elonmusk: If major Dogecoin holders sell most of their coins, it will get my full support. Too much concentration is the only real issu…",Trust
119,2021-02-14T06:30:51.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with time delays and information retrieval

@WebSecAcademy
 https://t.co/nHHK0ooKhn",Fear
120,2021-02-14T05:28:37.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with time delays

@WebSecAcademy
 https://t.co/NcBJmrUQqO",Fear
121,2021-02-13T05:44:40.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with conditional errors

@WebSecAcademy
 https://t.co/BqalE4QDhh",Fear
122,2021-02-12T05:12:12.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Blind SQL injection with conditional responses

@WebSecAcademy
 https://t.co/fO03YP…",Fear
123,2021-02-12T05:11:55.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with conditional responses

@WebSecAcademy
 https://t.co/fO03YPerPg",Fear
124,2021-02-10T06:16:14.000Z,"I completed the Web Security Academy lab:
SQL injection attack, listing the database contents on Oracle

@WebSecAcademy
 https://t.co/w1xScdhQMp",Fear
125,2021-02-10T06:04:05.000Z,"I completed the Web Security Academy lab:
SQL injection attack, listing the database contents on non-Oracle databases

@WebSecAcademy
 https://t.co/RnXuctoyrp",Fear
126,2021-02-10T05:28:44.000Z,"I completed the Web Security Academy lab:
SQL injection attack, querying the database type and version on MySQL and Microsoft

@WebSecAcademy
 https://t.co/KkGhsjeGXZ",Joy
127,2021-02-10T05:14:57.000Z,"I completed the Web Security Academy lab:
SQL injection attack, querying the database type and version on Oracle

@WebSecAcademy
 https://t.co/NKXT035VmC",Surprise
128,2021-02-09T07:22:26.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, retrieving multiple values in a single column

@WebSecAcademy
 https://t.co/B5HUMTtwOx",Fear
129,2021-02-09T07:07:15.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, retrieving data from other tables

@WebSecAcademy
 https://t.co/ZVNOa6tXb3",Fear
130,2021-02-09T07:00:50.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SQL injection UNION attack, finding a column containing text

@WebSecAcademy
 https…",Fear
131,2021-02-09T07:00:07.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, finding a column containing text

@WebSecAcademy
 https://t.co/3PwB5xVZaE",Surprise
132,2021-02-08T12:45:04.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, determining the number of columns returned by the query

@WebSecAcademy
 https://t.co/OJT5ZlZb8Q",Joy
133,2021-02-08T12:16:56.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SQL injection vulnerability allowing login bypass

@WebSecAcademy
 https://t.co/OpH…",Fear
134,2021-02-08T12:16:45.000Z,"I completed the Web Security Academy lab:
SQL injection vulnerability allowing login bypass

@WebSecAcademy
 https://t.co/OpHdp8wLsl",Fear
135,2021-02-08T12:01:00.000Z,"RT @NASA: What would be a sign of ancient life on Mars? @NASAPersevere will be searching! 

In the newest Rocket Ranch podcast, @NASAJPL's…",Joy
136,2021-02-08T11:57:33.000Z,"I completed the Web Security Academy lab:
SQL injection vulnerability in WHERE clause allowing retrieval of hidden data

@WebSecAcademy
 https://t.co/DwuKVLJLWW",Joy
137,2021-02-06T06:04:18.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Multistep clickjacking

@WebSecAcademy
 https://t.co/I73ZGArs8z",Joy
138,2021-02-06T06:04:09.000Z,"I completed the Web Security Academy lab:
Multistep clickjacking

@WebSecAcademy
 https://t.co/I73ZGArs8z",Joy
139,2021-02-05T02:42:00.000Z,"I completed the Web Security Academy lab:
Clickjacking with a frame buster script

@WebSecAcademy
 https://t.co/F2ja2w0HS5",Joy
140,2021-02-05T02:27:35.000Z,"I completed the Web Security Academy lab:
Clickjacking with form input data prefilled from a URL parameter

@WebSecAcademy
 https://t.co/NmpGrSDdGf",Surprise
141,2021-02-04T03:32:03.000Z,"I completed the Web Security Academy lab:
Basic clickjacking with CSRF token protection

@WebSecAcademy
 https://t.co/GFW20Zit3u",Surprise
142,2021-02-01T04:56:59.000Z,"RT @DrSJaishankar: Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties. 

#VaccineMaitri https://t.co/ESx…",Trust
143,2021-01-28T02:49:19.000Z,"RT @VTFoundation: Free Federal Virtual Training Environment (FedVTE) courses that are available to the public.

Start NOW: https://t.co/q1Q…",Fear
144,2021-01-27T12:43:24.000Z,"Doesn't matter. Your only gonna win remaining body parts as you already have Heart , kidney and lungs. https://t.co/cE0e7swKge",Joy
145,2021-01-07T03:46:56.000Z,"RT @eucopresident: The US Congress is a temple of democracy. 

To witness tonight’s scenes in #WashingtonDC is a shock. 

We trust the US t…",Trust
146,2021-01-07T03:46:17.000Z,"RT @JustinTrudeau: Canadians are deeply disturbed and saddened by the attack on democracy in the United States, our closest ally and neighb…",Fear
147,2021-01-07T03:46:13.000Z,"RT @jacindaardern: Democracy - the right of people to exercise a vote, have their voice heard and then have that decision upheld peacefully…",Trust
148,2021-01-07T03:46:09.000Z,RT @BorisJohnson: Disgraceful scenes in U.S. Congress. The United States stands for democracy around the world and it is now vital that the…,Fear
149,2021-01-07T03:46:07.000Z,"RT @EmmanuelMacron: We believe in democracy.
#WeAreOne https://t.co/dj3hs66KKn",Trust
150,2021-01-07T03:46:02.000Z,RT @ScottMorrisonMP: Very distressing scenes at the US Congress. We condemn these acts of violence and look forward to a peaceful transfer…,Fear
151,2021-01-07T03:45:53.000Z,RT @narendramodi: Distressed to see news about rioting and violence in Washington DC. Orderly and peaceful transfer of power must continue.…,Fear
152,2020-12-15T18:36:27.000Z,"RT @Hacker0x01: Thank you to @TheParanoids and all 3,000 hackers who participated in the world’s largest live hacking event, h1-2010! Check…",Fear
153,2020-12-15T18:36:04.000Z,"RT @Bugcrowd: 🎁  Merry X(SS)MAS! Hackers!🎄
 
Beginning today we are doing 12 swag-ful days of giveaways and challenges.

Today's challenge…",Joy
154,2020-12-15T12:47:44.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C",Fear
155,2020-12-15T12:47:31.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Information disclosure on debug page

@WebSecAcademy
 https://t.co/OlbdChehpK",Trust
156,2020-12-15T12:47:24.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcade…",Fear
157,2020-12-15T12:47:18.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Source code disclosure via backup files

@WebSecAcademy
 https://t.co/lNYYkK2FOk",Fear
158,2020-12-15T12:47:07.000Z,"I completed the Web Security Academy lab:
Source code disclosure via backup files

@WebSecAcademy
 https://t.co/lNYYkK2FOk",Fear
159,2020-12-15T12:38:28.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcademy
 https://t.co/uDpKaOar6C",Surprise
160,2020-12-15T12:32:14.000Z,"I completed the Web Security Academy lab:
Information disclosure on debug page

@WebSecAcademy
 https://t.co/OlbdChehpK",Trust
161,2020-12-15T12:04:32.000Z,"I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C",Surprise
162,2020-12-13T12:32:20.000Z,"I completed the Web Security Academy lab:
Unprotected admin functionality with unpredictable URL

@WebSecAcademy
 https://t.co/Py0h9tWU2b",Joy
163,2020-11-11T05:32:15.000Z,RT @ImRo45: Valiant effort through the season. Loved being part of it. What an experience @mipaltan #OneFamily https://t.co/3tcbCUqgnc,Joy
164,2020-11-10T19:55:47.000Z,RT @ABdeVilliers17: Well done @mipaltan ! Without a doubt the best team this year.,Surprise
165,2020-11-10T17:27:27.000Z,"Yes we did it again. MI forever 💪🏻. #IPLfinal #IPL2020final #MIvsDC #Rohit .
Best captain @ImRo45 and best team @mipaltan . 
💙 #OneFamily 💙 https://t.co/m2aJeZWPhN",Trust
166,2020-11-09T06:06:34.000Z,RT @CMD_0_0: I've decided to teach my wife how to do bug bounty. I've showed her some of the basics one's (ref/stored xss/html inj/image up…,Joy
