Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
11,"['➡️', '#', 'semifinals', '🇮🇳', 'https', ':', '//t.co/1mxl8lsrpl']",nan,nan,nan,nan,nan,0,nan,"['semifinal', 'http']"
12,"['blessed', 'to', 'receive', 'all', 'your', 'love', '.', 'thank', 'you', 'for', 'your', 'warm', 'wishes', '.', '❤️']",7.425,4.048333333333334,6.448333333333333,positive,5.973888888888889,6 out of 6,"['bless', 'receive', 'love', 'thank', 'warm', 'wish']","['bless', 'receive', 'love', 'thank', 'warm', 'wish']"
13,"['character', '&', 'amp', ';', 'conviction', '.', '💪', 'https', ':', '//t.co/wuyipr99xn']",5.273333333333333,4.6899999999999995,6.04,neutral,5.334444444444444,3 out of 4,"['character', 'amp', 'conviction']","['character', 'amp', 'conviction', 'http']"
14,"['touchdown', 'adelaide', '🇮🇳\U0001faf6', 'https', ':', '//t.co/1lene0jn8l']",7.11,4.86,5.91,positive,5.960000000000001,1 out of 3,['touchdown'],"['touchdown', 'adelaide', 'http']"
15,"['tough', 'day', 'today', 'but', 'we', 'focus', 'on', 'the', 'next', 'one', '.', '✌️🇮🇳', 'https', ':', '//t.co/rejkpvx82y']",5.845000000000001,3.745,5.9975,neutral,5.195833333333333,4 out of 7,"['tough', 'day', 'focus', 'one']","['tough', 'day', 'today', 'focus', 'next', 'one', 'http']"
16,"['another', 'strong', 'result', '.', '🇮🇳💪', 'https', ':', '//t.co/j5gkb6za8f']",6.46,4.64,6.335,positive,5.8116666666666665,2 out of 4,"['strong', 'result']","['another', 'strong', 'result', 'http']"
17,"['a', 'very', 'happy', 'diwali', 'to', 'you', 'all', '.', 'may', 'the', 'festival', 'of', 'lights', 'bring', 'you', 'peace', ',', 'joy', 'and', 'prosperity', '.', '✨\U0001fa94']",7.01875,4.80125,6.385,positive,6.0683333333333325,8 out of 9,"['happy', 'may', 'festival', 'light', 'bring', 'peace', 'joy', 'prosperity']","['happy', 'diwali', 'may', 'festival', 'light', 'bring', 'peace', 'joy', 'prosperity']"
18,"['special', 'win', '.', 'thank', 'you', 'to', 'all', 'our', 'fans', 'for', 'turning', 'up', 'in', 'numbers', '.', '🇮🇳💙', 'https', ':', '//t.co/hacbuyga1h']",6.681666666666667,3.85,6.588333333333333,positive,5.706666666666666,6 out of 7,"['special', 'win', 'thank', 'fan', 'turn', 'number']","['special', 'win', 'thank', 'fan', 'turn', 'number', 'http']"
19,"['i', ""'m"", 'super', 'pumped', 'to', 'enter', 'the', 'metaverse', 'exclusively', 'with', '@', '0xfancraze', 'you', 'can', 'own', 'and', 'collect', 'my', 'player', 'cards', '&', 'amp', ';', 'play', 'cricket', 'games', 'to', 'win', 'big', 'prizes', '!', 'join', 'me', 'now', 'on', 'https', ':', '//t.co/eymrqzby6b', 'and', 'get', 'started', 'with', 'your', 'welcome', 'bonus', '.', '#', 'ownthesquad', '#', 'fancraze', '#', 'collab', 'https', ':', '//t.co/lz7eymg8en']",6.481764705882353,4.465882352941176,5.894705882352941,positive,5.614117647058824,17 out of 25,"['super', 'enter', 'collect', 'player', 'card', 'amp', 'play', 'cricket', 'game', 'win', 'big', 'prize', 'join', 'get', 'start', 'welcome', 'bonus']","['super', 'pumped', 'enter', 'metaverse', 'exclusively', 'collect', 'player', 'card', 'amp', 'play', 'cricket', 'game', 'win', 'big', 'prize', 'join', 'http', 'get', 'start', 'welcome', 'bonus', 'ownthesquad', 'fancraze', 'collab', 'http']"
20,"['one8', 'select', 'presents', ""'the"", 'ultimate', 'flexible', 'shoe', ""'"", ',', 'which', 'would', 'outshine', 'any', 'look', 'you', 'prefer', 'to', 'carry', '.', 'footwear', 'designed', 'for', 'everyone', 'and', 'every', 'look', '.', 'explore', 'the', 'complete', 'collection', 'for', 'the', 'modern', 'man', 'on', 'the', 'move', 'at', 'https', ':', '//t.co/pzbshjjidt', '#', 'footwear', '#', 'mensfashion', '#', 'ad', '@', 'one8select', 'https', ':', '//t.co/j0vvxyssjs']",5.995,4.0305,5.8655,neutral,5.297000000000001,20 out of 26,"['select', 'present', 'ultimate', 'flexible', 'shoe', 'would', 'look', 'prefer', 'carry', 'footwear', 'design', 'look', 'explore', 'complete', 'collection', 'modern', 'man', 'move', 'footwear', 'ad']","['select', 'present', 'ultimate', 'flexible', 'shoe', 'would', 'outshine', 'look', 'prefer', 'carry', 'footwear', 'design', 'everyone', 'every', 'look', 'explore', 'complete', 'collection', 'modern', 'man', 'move', 'http', 'footwear', 'mensfashion', 'ad', 'http']"
21,"['let', ""'s"", 'go', '⏳🇮🇳', 'https', ':', '//t.co/2a7hsuqyi6']",6.135,3.785,5.695,positive,5.205,2 out of 3,"['let', 'go']","['let', 'go', 'http']"
22,"['fireboltt', 'is', 'officially', 'india', '’', 's', 'no.1', 'smartwatch', 'brand', 'and', 'has', 'also', 'bagged', 'the', '4th', 'global', 'position', 'in', 'the', 'category', ',', 'pegged', 'against', 'some', 'of', 'the', 'international', 'giants', '.', 'ignite', 'your', 'fire', 'this', 'festive', 'season', 'with', '@', 'fireboltt__', 'and', 'get', 'up', 'to', '75', '%', 'off', 'on', 'https', ':', '//t.co/pjleebvlce⚡', '#', 'ad', 'https', ':', '//t.co/6a95x5b7e8']",5.416153846153846,4.061538461538461,5.470769230769231,neutral,4.982820512820513,13 out of 21,"['brand', 'bag', 'global', 'position', 'category', 'international', 'giant', 'ignite', 'fire', 'festive', 'season', 'get', 'ad']","['fireboltt', 'officially', 'india', 'smartwatch', 'brand', 'also', 'bag', 'global', 'position', 'category', 'peg', 'international', 'giant', 'ignite', 'fire', 'festive', 'season', 'get', 'http', 'ad', 'http']"
23,"['congratulations', '@', 'bcciwomen', 'way', 'to', 'go', '.', '🇮🇳🏆👏']",6.51,4.6033333333333335,5.613333333333333,positive,5.575555555555556,3 out of 4,"['congratulation', 'way', 'go']","['congratulation', 'bcciwomen', 'way', 'go']"
24,"['out', 'and', 'about', 'in', '🇶🇦', '#', 'tb', '#', '𝗩𝗜deo', 'https', ':', '//t.co/gx1ta1qexp']",nan,nan,nan,nan,nan,0,nan,"['tb', '𝗩𝗜deo', 'http']"
25,"['celebrations', 'are', 'going', 'to', 'be', 'incomplete', 'without', 'the', 'magical', '#', 'vivov25series', '.', 'this', 'diwali', ',', 'experience', 'all', 'things', 'delightful', '!', '#', 'magicalphone', '#', 'delighteverymoment', '#', 'ad', '@', 'vivo_india', 'https', ':', '//t.co/xefss3rgho']",6.195,4.67375,5.735,positive,5.534583333333334,8 out of 13,"['celebration', 'go', 'incomplete', 'magical', 'experience', 'thing', 'delightful', 'ad']","['celebration', 'go', 'incomplete', 'without', 'magical', 'diwali', 'experience', 'thing', 'delightful', 'magicalphone', 'delighteverymoment', 'ad', 'http']"
26,"['mobility', 'is', 'key', '👌', 'video', 'credit', '-', 'bhau', '@', 'surya_14kumar', 'https', ':', '//t.co/sjhh9l2g89']",5.8475,4.445,6.175,neutral,5.489166666666667,4 out of 6,"['mobility', 'key', 'video', 'credit']","['mobility', 'key', 'video', 'credit', 'bhau', 'http']"
27,"['📸', 'https', ':', '//t.co/rfuegaxkax']",nan,nan,nan,nan,nan,0,nan,['http']
28,"['🇮🇳', '#', 'believeinblue', 'as', '#', 'teamindia', 'gears', 'up', 'for', 'icc', 'men', '’', 's', '#', 't20worldcup', ',', 'oct', '16', 'onwards', ',', 'live', 'on', '@', 'starsportsindia', '&', 'amp', ';', 'disney+hotstar', '.', '#', 'ad', 'https', ':', '//t.co/exi1gyh1wt']",5.76,4.0649999999999995,5.6775,neutral,5.1674999999999995,4 out of 12,"['gear', 'live', 'amp', 'ad']","['believeinblue', 'teamindia', 'gear', 'icc', 'men', 'oct', 'onwards', 'live', 'starsportsindia', 'amp', 'ad', 'http']"
29,"['@', 'richardmarlesmp', '@', 'drsjaishankar', 'it', ""'s"", 'an', 'honour', 'sir', '.', 'thank', 'you', '@', 'drsjaishankar', '.']",6.609999999999999,3.83,6.0,positive,5.4799999999999995,2 out of 6,"['sir', 'thank']","['richardmarlesmp', 'drsjaishankar', 'honour', 'sir', 'thank', 'drsjaishankar']"
30,"['an', 'inspiration', 'to', 'people', 'across', 'generations', '.', 'to', 'many', 'more', 'years', 'of', 'happiness', 'and', 'good', 'health', '.', 'wishing', 'you', 'a', 'very', 'happy', 'birthday', '@', 'srbachchan', 'sir', '.']",6.791818181818182,4.373636363636364,6.071818181818182,positive,5.745757575757576,11 out of 14,"['inspiration', 'people', 'generation', 'year', 'happiness', 'good', 'health', 'wish', 'happy', 'birthday', 'sir']","['inspiration', 'people', 'across', 'generation', 'many', 'year', 'happiness', 'good', 'health', 'wish', 'happy', 'birthday', 'srbachchan', 'sir']"
31,"['day', 'off', 'with', 'the', 'boys', '⭐', '@', 'harshalpatel23', '@', 'hoodaonfire', '@', 'akshar2026', 'https', ':', '//t.co/nej5c7jbi3']",6.1,3.865,5.545,positive,5.17,2 out of 4,"['day', 'boy']","['day', 'boy', 'hoodaonfire', 'http']"
32,"['looking', 'for', 'an', 'extra', 'dose', 'of', 'energy', 'to', 'get', 'you', 'through', 'your', 'day', '?', 'try', 'o', '’', 'cean', 'energy', 'drink', '.', 'it', '’', 's', 'now', '@', 'rs', '55/-', 'only', '.', '@', 'oceanbeverages', 'use', 'code', 'vkocean', 'to', 'get', 'flat', '10', '%', 'off', 'on', 'https', ':', '//t.co/2jmvdr8z45', '#', 'oceanbeverages', '#', 'oceanenergydrink', '#', 'longlastingenergy', '#', 'plantbasedcaffeine', '#', 'ad', 'https', ':', '//t.co/uky5r12t3k']",5.735,3.97,5.526428571428571,neutral,5.077142857142857,14 out of 24,"['look', 'extra', 'dose', 'energy', 'get', 'day', 'try', 'energy', 'drink', 'use', 'code', 'get', 'flat', 'ad']","['look', 'extra', 'dose', 'energy', 'get', 'day', 'try', 'cean', 'energy', 'drink', 'r', 'oceanbeverages', 'use', 'code', 'vkocean', 'get', 'flat', 'http', 'oceanbeverages', 'oceanenergydrink', 'longlastingenergy', 'plantbasedcaffeine', 'ad', 'http']"
33,"['love', 'the', 'preparation', 'phase', '\U0001faf6', 'https', ':', '//t.co/hmc6heuoyo']",6.303333333333334,4.363333333333333,5.806666666666667,positive,5.491111111111112,3 out of 4,"['love', 'preparation', 'phase']","['love', 'preparation', 'phase', 'http']"
34,"['choose', 'the', 'tourister', 'life', 'wherever', 'you', 'go', 'with', '@', 'amtouristerin', '’', 's', 'hamilton', 'suitcase', '.', 'bag', 'cool', 'deals', 'on', 'american', 'tourister', 'luggage', '&', 'amp', ';', 'backpacks', 'only', 'on', '@', 'flipkart', ""'s"", '#', 'bigdiwalisale', '.', '#', 'americantourister', '#', 'americantouristerindia', '#', 'flipkart', '#', 'hamilton', '#', 'travelwithat', '#', 'travelinstyle', '#', 'ad', 'https', ':', '//t.co/7b4rpz1ysu']",5.763636363636364,3.9872727272727273,5.8145454545454545,neutral,5.1884848484848485,11 out of 26,"['choose', 'life', 'go', 'suitcase', 'bag', 'cool', 'deal', 'luggage', 'amp', 'backpack', 'ad']","['choose', 'tourister', 'life', 'wherever', 'go', 'amtouristerin', 'hamilton', 'suitcase', 'bag', 'cool', 'deal', 'american', 'tourister', 'luggage', 'amp', 'backpack', 'flipkart', 'bigdiwalisale', 'americantourister', 'americantouristerindia', 'flipkart', 'hamilton', 'travelwithat', 'travelinstyle', 'ad', 'http']"
35,"['happy', 'birthday', 'hulk', '.', 'god', 'bless', 'you', '.', '😎', '@', 'buntysajdeh', 'https', ':', '//t.co/tqadn9svd8']",6.638,5.136,6.036,positive,5.936666666666667,5 out of 7,"['happy', 'birthday', 'hulk', 'god', 'bless']","['happy', 'birthday', 'hulk', 'god', 'bless', 'buntysajdeh', 'http']"
36,"['australia', 'bound', '✈️', '.', 'exciting', 'times', 'ahead', '.', '✌️', '@', 'yuzi_chahal', '@', 'harshalpatel23', 'https', ':', '//t.co/ktmertwefu']",5.8133333333333335,5.19,5.0,neutral,5.334444444444444,3 out of 6,"['bound', 'excite', 'time']","['australia', 'bound', 'excite', 'time', 'ahead', 'http']"
37,"['may', 'the', 'light', 'always', 'prevail', '.', 'happy', 'dussehra', 'to', 'you', 'and', 'your', 'loved', 'ones', '.']",6.673333333333334,4.261666666666667,6.31,positive,5.748333333333334,6 out of 8,"['may', 'light', 'prevail', 'happy', 'loved', 'one']","['may', 'light', 'always', 'prevail', 'happy', 'dussehra', 'loved', 'one']"
38,"['crooked', 'teeth', 'issues', 'not', 'letting', 'you', 'smile', '?', 'check', 'out', '@', 'toothsialigners', '.', 'an', 'easy', 'peasy', 'solution', 'for', 'teeth', 'straightening', 'backed', 'by', 'experts', '.', 'download', 'the', 'makeo', 'app', 'to', 'book', 'a', 'scan', 'and', 'start', 'your', 'smile', 'makeover', 'journey', 'today', '.', '#', 'makeo', '#', 'toothsiclearaligners', '#', 'easypeasytoothsi', '#', 'ad', 'https', ':', '//t.co/g6joczbhwa']",5.535,4.1865,5.557,neutral,5.092833333333333,20 out of 29,"['crooked', 'teeth', 'issue', 'neg-let', 'neg-smile', 'check', 'easy', 'solution', 'teeth', 'straighten', 'back', 'expert', 'download', 'book', 'scan', 'start', 'smile', 'makeover', 'journey', 'ad']","['crooked', 'teeth', 'issue', 'let', 'smile', 'check', 'toothsialigners', 'easy', 'peasy', 'solution', 'teeth', 'straighten', 'back', 'expert', 'download', 'makeo', 'app', 'book', 'scan', 'start', 'smile', 'makeover', 'journey', 'today', 'makeo', 'toothsiclearaligners', 'easypeasytoothsi', 'ad', 'http']"
39,"['great', 'game', '.', 'terrific', 'atmosphere', '.', 'thank', 'you', 'guwahati', '.', '🇮🇳💙', 'https', ':', '//t.co/pid8itmqra']",7.046,4.396,6.102,positive,5.848,5 out of 7,"['great', 'game', 'terrific', 'atmosphere', 'thank']","['great', 'game', 'terrific', 'atmosphere', 'thank', 'guwahati', 'http']"
40,"['happy', 'gandhi', 'jayanti', 'to', 'all', '.', 'jai', 'hind', '🇮🇳']",6.585000000000001,4.38,5.8149999999999995,positive,5.593333333333334,2 out of 5,"['happy', 'hind']","['happy', 'gandhi', 'jayanti', 'jai', 'hind']"
41,"['ushering', 'in', 'the', 'new', 'chapter', 'of', 'wellness', ',', 'i', '’', 'm', 'proud', 'to', 'be', 'associated', 'with', 'avās', 'living', 'as', 'their', 'wellness', 'ambassador', '.', 'see', 'you', 'at', 'the', 'baugh', '!', 'https', ':', '//t.co/ajlrmiswdr', '#', 'avasxvirat', '#', 'inhabityourbestself', '#', 'avaswellness', '#', 'baughofwonders', '#', 'luxuryvillas', '#', 'alibaugh', '#', 'wellnessambassador', '#', 'ad', 'https', ':', '//t.co/kttnektqos']",6.219,4.187,6.048,positive,5.484666666666667,10 out of 22,"['usher', 'new', 'chapter', 'wellness', 'proud', 'associate', 'wellness', 'ambassador', 'see', 'ad']","['usher', 'new', 'chapter', 'wellness', 'proud', 'associate', 'avās', 'living', 'wellness', 'ambassador', 'see', 'baugh', 'http', 'avasxvirat', 'inhabityourbestself', 'avaswellness', 'baughofwonders', 'luxuryvillas', 'alibaugh', 'wellnessambassador', 'ad', 'http']"
42,"['a', 'strong', 'start', '🇮🇳🇮🇳', 'next', 'up', ':', 'guwahati', 'https', ':', '//t.co/di7l60mba8']",6.609999999999999,4.975,6.02,positive,5.868333333333332,2 out of 5,"['strong', 'start']","['strong', 'start', 'next', 'guwahati', 'http']"
43,"['get', 'your', 'wrogn', 'game', 'on', '!', 'head', 'to', 'the', 'wrogn', 'store', 'here', ':', 'https', ':', '//t.co/1v92zmnnh7', 'at', 'the', 'myntra', 'big', 'fashion', 'festival', 'to', 'get', 'the', 'best', 'deals', '!', '@', 'staywrogn', '@', 'myntra', '.', '.', '#', 'staywrogn', '#', 'myntra', '#', 'myntrabigfashionfestival', '#', 'myntrabff2022', '#', 'ad', 'https', ':', '//t.co/uczu4t1fq1']",5.876,4.2940000000000005,5.625,neutral,5.265000000000001,10 out of 21,"['get', 'game', 'head', 'store', 'big', 'fashion', 'festival', 'get', 'deal', 'ad']","['get', 'wrogn', 'game', 'head', 'wrogn', 'store', 'http', 'myntra', 'big', 'fashion', 'festival', 'get', 'best', 'deal', 'staywrogn', 'myntra', 'staywrogn', 'myntra', 'myntrabigfashionfestival', 'ad', 'http']"
44,"['they', '’', 're', 'lighter', 'than', 'light', '.', 'click', 'on', 'the', 'link', 'here', ':', 'https', ':', '//t.co/vmpjims1d0', 'to', 'shop', 'now', '!', '@', 'staywrogn', '@', 'flipkart', '#', 'staywrogn', '#', 'flipkart', '#', 'flipkartbigbilliondays', '#', 'ad', 'https', ':', '//t.co/rtqxu6nczb']",5.63,3.514,5.644,neutral,4.929333333333333,5 out of 13,"['light', 'click', 'link', 'shop', 'ad']","['lighter', 'light', 'click', 'link', 'http', 'shop', 'staywrogn', 'flipkart', 'staywrogn', 'flipkart', 'flipkartbigbilliondays', 'ad', 'http']"
45,"['brilliant', 'character', 'shown', 'by', 'the', 'boys', 'to', 'seal', 'the', 'series', 'after', 'being', 'down', '.', '🇮🇳', 'https', ':', '//t.co/qvctxnwkh3']",5.9366666666666665,4.105,6.256666666666667,neutral,5.432777777777779,6 out of 7,"['brilliant', 'character', 'show', 'boy', 'seal', 'series']","['brilliant', 'character', 'show', 'boy', 'seal', 'series', 'http']"
46,"['a', 'great', 'servant', 'of', 'indian', 'cricket', '.', 'congratulations', 'on', 'an', 'outstanding', 'career', ',', 'inspiring', 'so', 'many', 'women', 'to', 'take', 'up', 'the', 'sport', '.', 'your', 'grit', 'and', 'aggression', 'always', 'stood', 'out', '.', 'i', 'wish', 'you', 'the', 'very', 'best', '.', '@', 'jhulang10', '🙌🇮🇳']",6.01,4.340714285714285,5.960714285714285,positive,5.437142857142857,14 out of 18,"['great', 'servant', 'cricket', 'congratulation', 'outstanding', 'career', 'inspire', 'woman', 'take', 'sport', 'grit', 'aggression', 'stand', 'wish']","['great', 'servant', 'indian', 'cricket', 'congratulation', 'outstanding', 'career', 'inspire', 'many', 'woman', 'take', 'sport', 'grit', 'aggression', 'always', 'stand', 'wish', 'best']"
47,"['@', 'rogerfederer', '@', 'rafaelnadal']",nan,nan,nan,nan,nan,0,nan,"['rogerfederer', 'rafaelnadal']"
48,"['who', 'thought', 'rivals', 'can', 'feel', 'like', 'this', 'towards', 'each', 'other', '.', 'that', '’', 's', 'the', 'beauty', 'of', 'sport', '.', 'this', 'is', 'the', 'most', 'beautiful', 'sporting', 'picture', 'ever', 'for', 'me🙌❤️\U0001faf6🏼', '.', 'when', 'your', 'companions', 'cry', 'for', 'you', ',', 'you', 'know', 'why', 'you', '’', 've', 'been', 'able', 'to', 'do', 'with', 'your', 'god', 'given', 'talent.nothing', 'but', 'respect', 'for', 'these', '2.', 'https', ':', '//t.co/x2vrbap0a0']",6.526875,4.440625,5.715,positive,5.560833333333334,16 out of 19,"['think', 'rival', 'feel', 'like', 'beauty', 'sport', 'beautiful', 'sporting', 'picture', 'companion', 'cry', 'know', 'able', 'god', 'give', 'respect']","['think', 'rival', 'feel', 'like', 'towards', 'beauty', 'sport', 'beautiful', 'sporting', 'picture', 'ever', 'companion', 'cry', 'know', 'able', 'god', 'give', 'respect', 'http']"
49,"['all', 'square', '.', 'see', 'you', 'in', 'hyderabad', '.', '🇮🇳👊', 'https', ':', '//t.co/2dzm41smec']",5.6899999999999995,3.615,5.65,neutral,4.985,2 out of 4,"['square', 'see']","['square', 'see', 'hyderabad', 'http']"
50,"['wishing', 'you', 'a', 'very', 'happy', 'birthday', '@', 'jayshah']",7.326666666666667,4.676666666666667,6.593333333333334,positive,6.198888888888889,3 out of 4,"['wish', 'happy', 'birthday']","['wish', 'happy', 'birthday', 'jayshah']"
51,"['💫', 'https', ':', '//t.co/xmnae5cya4']",nan,nan,nan,nan,nan,0,nan,['http']
52,"['wishing', 'our', 'hon', '.', 'prime', 'minister', '@', 'narendramodi', 'ji', ',', 'a', 'very', 'happy', 'birthday', '.', 'wishing', 'you', 'strength', ',', 'happiness', 'and', 'good', 'health', '.']",7.007,4.491,6.514,positive,6.0040000000000004,10 out of 13,"['wish', 'prime', 'minister', 'happy', 'birthday', 'wish', 'strength', 'happiness', 'good', 'health']","['wish', 'hon', 'prime', 'minister', 'narendramodi', 'ji', 'happy', 'birthday', 'wish', 'strength', 'happiness', 'good', 'health']"
53,"['how', 'well', 'do', 'you', 'know', 'your', 'cricket', 'slangs', '?', '🗣', '@', 'pumacricket', '#', 'ad', 'https', ':', '//t.co/yp5ke6afpq']",5.4725,3.565,5.3575,neutral,4.798333333333333,4 out of 7,"['know', 'cricket', 'slang', 'ad']","['well', 'know', 'cricket', 'slang', 'pumacricket', 'ad', 'http']"
