,time,tweet,emotion,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
10,2022-06-02T14:04:34.000Z,tag. Stop giving your what's app chat number and email address if you can't reply @RockWithboAt https://t.co/QbLmWnlwDQ,Trust,"['tag', '.', 'stop', 'giving', 'your', 'what', ""'s"", 'app', 'chat', 'number', 'and', 'email', 'address', 'if', 'you', 'ca', ""n't"", 'reply', '@', 'rockwithboat', 'https', ':', '//t.co/qblmwnlwdq']",5.56875,4.235,5.4025,neutral,5.0687500000000005,8 out of 12,"['tag', 'stop', 'give', 'chat', 'number', 'email', 'address', 'neg-reply']","['tag', 'stop', 'give', 'app', 'chat', 'number', 'email', 'address', 'ca', 'reply', 'rockwithboat', 'http']"
11,2022-06-02T14:04:32.000Z,But now I have an invoice of blazing yellow and earphones are black one so claimed rejected. This is scam 2022 or what @RockWithboAt.At least reply to the mail or chat or answer queries on call. Such pathetic customer service. Please try to be sincere when you use made in India,Surprise,"['but', 'now', 'i', 'have', 'an', 'invoice', 'of', 'blazing', 'yellow', 'and', 'earphones', 'are', 'black', 'one', 'so', 'claimed', 'rejected', '.', 'this', 'is', 'scam', '2022', 'or', 'what', '@', 'rockwithboat.at', 'least', 'reply', 'to', 'the', 'mail', 'or', 'chat', 'or', 'answer', 'queries', 'on', 'call', '.', 'such', 'pathetic', 'customer', 'service', '.', 'please', 'try', 'to', 'be', 'sincere', 'when', 'you', 'use', 'made', 'in', 'india']",5.37,3.838,5.452000000000001,neutral,4.886666666666667,20 out of 25,"['invoice', 'blaze', 'yellow', 'black', 'one', 'reject', 'scam', 'reply', 'mail', 'chat', 'answer', 'query', 'call', 'pathetic', 'customer', 'service', 'try', 'sincere', 'use', 'make']","['invoice', 'blaze', 'yellow', 'earphone', 'black', 'one', 'claimed', 'reject', 'scam', 'least', 'reply', 'mail', 'chat', 'answer', 'query', 'call', 'pathetic', 'customer', 'service', 'please', 'try', 'sincere', 'use', 'make', 'india']"
12,2022-06-02T14:04:31.000Z,"@RockWithboAt I purchased blazing yellow Rockers 330 pro in Jan 2022, but the product didn't last two months. So I claimed for warranty and I got a new one but black. Now again in two months, even this one defaulted so I claimed the warranty again. https://t.co/ATEGnfzTCQ",Joy,"['@', 'rockwithboat', 'i', 'purchased', 'blazing', 'yellow', 'rockers', '330', 'pro', 'in', 'jan', '2022', ',', 'but', 'the', 'product', 'did', ""n't"", 'last', 'two', 'months', '.', 'so', 'i', 'claimed', 'for', 'warranty', 'and', 'i', 'got', 'a', 'new', 'one', 'but', 'black', '.', 'now', 'again', 'in', 'two', 'months', ',', 'even', 'this', 'one', 'defaulted', 'so', 'i', 'claimed', 'the', 'warranty', 'again', '.', 'https', ':', '//t.co/ategnfztcq']",5.5675,4.1505,5.562,neutral,5.093333333333334,20 out of 25,"['purchase', 'blaze', 'yellow', 'rocker', 'pro', 'product', 'neg-two', 'neg-month', 'claim', 'warranty', 'get', 'new', 'one', 'black', 'two', 'month', 'one', 'default', 'claim', 'warranty']","['rockwithboat', 'purchase', 'blaze', 'yellow', 'rocker', 'pro', 'jan', 'product', 'last', 'two', 'month', 'claim', 'warranty', 'get', 'new', 'one', 'black', 'two', 'month', 'even', 'one', 'default', 'claim', 'warranty', 'http']"
13,2021-06-10T18:05:50.000Z,"I completed the Web Security Academy lab:
Exploiting XXE via image file upload

@WebSecAcademy
 https://t.co/0JWVFh3vy6",Joy,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xxe', 'via', 'image', 'file', 'upload', '@', 'websecacademy', 'https', ':', '//t.co/0jwvfh3vy6']",5.7625,3.6875,5.835,neutral,5.095,8 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'image', 'file', 'upload']","['complete', 'web', 'security', 'academy', 'lab', 'exploiting', 'xxe', 'via', 'image', 'file', 'upload', 'websecacademy', 'http']"
14,2021-06-10T17:57:31.000Z,"I completed the Web Security Academy lab:
Exploiting XInclude to retrieve files

@WebSecAcademy
 https://t.co/9JMrbWNROw",Joy,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xinclude', 'to', 'retrieve', 'files', '@', 'websecacademy', 'https', ':', '//t.co/9jmrbwnrow']",5.4662500000000005,4.01375,5.47375,neutral,4.984583333333333,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'retrieve', 'file']","['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'xinclude', 'retrieve', 'file', 'websecacademy', 'http']"
15,2021-06-10T17:25:49.000Z,"I completed the Web Security Academy lab:
Exploiting XXE to retrieve data by repurposing a local DTD

@WebSecAcademy
 https://t.co/i1HBiH3Uvd",Fear,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xxe', 'to', 'retrieve', 'data', 'by', 'repurposing', 'a', 'local', 'dtd', '@', 'websecacademy', 'https', ':', '//t.co/i1hbih3uvd']",5.6325,4.06375,5.7325,neutral,5.142916666666666,8 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'retrieve', 'local']","['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'xxe', 'retrieve', 'data', 'repurposing', 'local', 'dtd', 'websecacademy', 'http']"
16,2021-06-10T16:59:46.000Z,"Lab: Exploiting blind XXE to retrieve data via error messages | Web Security Academy
 https://t.co/gU3ECk404P",Trust,"['lab', ':', 'exploiting', 'blind', 'xxe', 'to', 'retrieve', 'data', 'via', 'error', 'messages', '|', 'web', 'security', 'academy', 'https', ':', '//t.co/gu3eck404p']",5.06,4.10875,5.23125,neutral,4.8,8 out of 13,"['lab', 'blind', 'retrieve', 'error', 'message', 'web', 'security', 'academy']","['lab', 'exploiting', 'blind', 'xxe', 'retrieve', 'data', 'via', 'error', 'message', 'web', 'security', 'academy', 'http']"
17,2021-05-24T16:20:37.000Z,"I completed the Web Security Academy lab:
Exploiting XXE using external entities to retrieve files

@WebSecAcademy
 https://t.co/3glKEhAzvV 
After Long Time But Started Learning Again.",Fear,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xxe', 'using', 'external', 'entities', 'to', 'retrieve', 'files', '@', 'websecacademy', 'https', ':', '//t.co/3glkehazvv', 'after', 'long', 'time', 'but', 'started', 'learning', 'again', '.']",5.7446153846153845,3.889230769230769,5.533076923076923,neutral,5.055641025641027,13 out of 18,"['complete', 'web', 'security', 'academy', 'lab', 'use', 'external', 'entity', 'retrieve', 'file', 'time', 'start', 'learn']","['complete', 'web', 'security', 'academy', 'lab', 'exploiting', 'xxe', 'use', 'external', 'entity', 'retrieve', 'file', 'websecacademy', 'http', 'long', 'time', 'start', 'learn']"
18,2021-04-24T06:20:58.000Z,"RT @MichaelKugelman: Yes, India’s relationship with the US has taken off while its relationship with Russia has slowed. But Delhi still des…",Trust,"['rt', '@', 'michaelkugelman', ':', 'yes', ',', 'india', '’', 's', 'relationship', 'with', 'the', 'us', 'has', 'taken', 'off', 'while', 'its', 'relationship', 'with', 'russia', 'has', 'slowed', '.', 'but', 'delhi', 'still', 'des…']",6.12,4.3525,5.47,positive,5.314166666666666,4 out of 12,"['relationship', 'take', 'relationship', 'slow']","['rt', 'michaelkugelman', 'yes', 'india', 'relationship', 'us', 'take', 'relationship', 'russia', 'slow', 'delhi', 'still']"
19,2021-04-20T09:06:53.000Z,"RT @intigriti: New XSS challenge, by the one and only @terjanq!
👉 Find the XSS and WIN €300 in SWAG!
👉 Submit your solution before Mon 26 A…",Trust,"['rt', '@', 'intigriti', ':', 'new', 'xss', 'challenge', ',', 'by', 'the', 'one', 'and', 'only', '@', 'terjanq', '!', '👉', 'find', 'the', 'xss', 'and', 'win', '€300', 'in', 'swag', '!', '👉', 'submit', 'your', 'solution', 'before', 'mon', '26', 'a…']",6.08875,4.34,5.8075,positive,5.412083333333333,8 out of 14,"['new', 'challenge', 'one', 'find', 'win', 'swag', 'submit', 'solution']","['rt', 'intigriti', 'new', 'x', 'challenge', 'one', 'terjanq', 'find', 'x', 'win', 'swag', 'submit', 'solution', 'mon']"
20,2021-03-23T13:30:48.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Arbitrary object injection in PHP

@WebSecAcademy
 https://t.co/TYMH5wjQqu",Fear,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'arbitrary', 'object', 'injection', 'in', 'php', '@', 'websecacademy', 'https', ':', '//t.co/tymh5wjqqu']",5.13,4.165,5.42125,neutral,4.9054166666666665,8 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection', 'php', 'websecacademy', 'http']"
21,2021-03-23T13:30:42.000Z,"I completed the Web Security Academy lab:
Arbitrary object injection in PHP

@WebSecAcademy
 https://t.co/TYMH5wjQqu",Fear,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'arbitrary', 'object', 'injection', 'in', 'php', '@', 'websecacademy', 'https', ':', '//t.co/tymh5wjqqu']",5.13,4.165,5.42125,neutral,4.9054166666666665,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection']","['complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection', 'php', 'websecacademy', 'http']"
22,2021-03-23T12:26:51.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Modifying serialized data types

@WebSecAcademy
 https://t.co/u1TGXoUv1m",Fear,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'modifying', 'serialized', 'data', 'types', '@', 'websecacademy', 'https', ':', '//t.co/u1tgxouv1m']",5.541428571428572,3.69,5.604285714285713,neutral,4.9452380952380945,7 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'serialize', 'type']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'modifying', 'serialize', 'data', 'type', 'websecacademy', 'http']"
23,2021-03-23T12:26:47.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Using application functionality to exploit insecure deserialization

@WebSecAcademy…",Fear,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'using', 'application', 'functionality', 'to', 'exploit', 'insecure', 'deserialization', '@', 'websecacademy…']",4.962222222222223,4.171111111111111,5.141111111111111,neutral,4.758148148148148,9 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'exploit', 'insecure']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'functionality', 'exploit', 'insecure', 'deserialization']"
24,2021-03-23T12:26:32.000Z,"I completed the Web Security Academy lab:
Using application functionality to exploit insecure deserialization

@WebSecAcademy
 https://t.co/J9PMzGrzEd",Joy,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'using', 'application', 'functionality', 'to', 'exploit', 'insecure', 'deserialization', '@', 'websecacademy', 'https', ':', '//t.co/j9pmzgrzed']",4.962222222222223,4.171111111111111,5.141111111111111,neutral,4.758148148148148,9 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'exploit', 'insecure']","['complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'functionality', 'exploit', 'insecure', 'deserialization', 'websecacademy', 'http']"
25,2021-03-23T03:32:49.000Z,"I completed the Web Security Academy lab:
Modifying serialized data types

@WebSecAcademy
 https://t.co/u1TGXoUv1m",Surprise,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'modifying', 'serialized', 'data', 'types', '@', 'websecacademy', 'https', ':', '//t.co/u1tgxouv1m']",5.541428571428572,3.69,5.604285714285713,neutral,4.9452380952380945,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'serialize', 'type']","['complete', 'web', 'security', 'academy', 'lab', 'modifying', 'serialize', 'data', 'type', 'websecacademy', 'http']"
26,2021-03-19T16:00:44.000Z,RT @elonmusk: The simulation really struggled to make this look real haha https://t.co/t8zvFTRUHU,Trust,"['rt', '@', 'elonmusk', ':', 'the', 'simulation', 'really', 'struggled', 'to', 'make', 'this', 'look', 'real', 'haha', 'https', ':', '//t.co/t8zvftruhu']",5.56,4.242,5.294,neutral,5.032,5 out of 10,"['simulation', 'struggle', 'make', 'look', 'real']","['rt', 'elonmusk', 'simulation', 'really', 'struggle', 'make', 'look', 'real', 'haha', 'http']"
27,2021-03-19T13:47:42.000Z,"I completed the Web Security Academy lab:
SSRF with filter bypass via open redirection vulnerability

@WebSecAcademy
 https://t.co/LnLymmemq0",Joy,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'filter', 'bypass', 'via', 'open', 'redirection', 'vulnerability', '@', 'websecacademy', 'https', ':', '//t.co/lnlymmemq0']",5.276666666666666,3.903333333333333,5.591111111111112,neutral,4.923703703703704,9 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'filter', 'bypass', 'open', 'vulnerability']","['complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'filter', 'bypass', 'via', 'open', 'redirection', 'vulnerability', 'websecacademy', 'http']"
28,2021-03-19T13:14:09.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SSRF with whitelist-based input filter

@WebSecAcademy
 https://t.co/xm7zBQwHba",Surprise,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'whitelist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/xm7zbqwhba']",5.5757142857142865,3.6628571428571433,5.854285714285713,neutral,5.030952380952381,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
29,2021-03-19T13:13:13.000Z,"I completed the Web Security Academy lab:
SSRF with whitelist-based input filter

@WebSecAcademy
 https://t.co/xm7zBQwHba",Surprise,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'whitelist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/xm7zbqwhba']",5.5757142857142865,3.6628571428571433,5.854285714285713,neutral,5.030952380952381,7 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
30,2021-03-19T12:31:10.000Z,RT @elonmusk: https://t.co/Ngk8SJvDUW,Trust,"['rt', '@', 'elonmusk', ':', 'https', ':', '//t.co/ngk8sjvduw']",,,,,,0,,"['rt', 'elonmusk', 'http']"
31,2021-03-19T12:30:56.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SSRF with blacklist-based input filter

@WebSecAcademy
 https://t.co/6bacT51UK1",Surprise,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'blacklist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/6bact51uk1']",5.5757142857142865,3.6628571428571433,5.854285714285713,neutral,5.030952380952381,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
32,2021-03-19T12:30:49.000Z,"I completed the Web Security Academy lab:
SSRF with blacklist-based input filter

@WebSecAcademy
 https://t.co/6bacT51UK1",Surprise,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'blacklist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/6bact51uk1']",5.5757142857142865,3.6628571428571433,5.854285714285713,neutral,5.030952380952381,7 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
33,2021-03-18T03:10:53.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Basic SSRF against another back-end system

@WebSecAcademy
 https://t.co/7a3X3rom2g",Surprise,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'ssrf', 'against', 'another', 'back-end', 'system', '@', 'websecacademy', 'https', ':', '//t.co/7a3x3rom2g']",5.64,3.621428571428571,5.841428571428572,neutral,5.034285714285715,7 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'system']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'basic', 'ssrf', 'another', 'system', 'websecacademy', 'http']"
34,2021-03-18T03:10:48.000Z,"I completed the Web Security Academy lab:
Basic SSRF against another back-end system

@WebSecAcademy
 https://t.co/7a3X3rom2g",Surprise,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'ssrf', 'against', 'another', 'back-end', 'system', '@', 'websecacademy', 'https', ':', '//t.co/7a3x3rom2g']",5.64,3.621428571428571,5.841428571428572,neutral,5.034285714285715,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'system']","['complete', 'web', 'security', 'academy', 'lab', 'basic', 'ssrf', 'another', 'system', 'websecacademy', 'http']"
35,2021-03-18T02:32:57.000Z,Amazing opportunity is provided by @VTFoundation. Apply now. https://t.co/16ANhXaTzE,Trust,"['amazing', 'opportunity', 'is', 'provided', 'by', '@', 'vtfoundation', '.', 'apply', 'now', '.', 'https', ':', '//t.co/16anhxatze']",6.6625,4.8875,6.525,positive,6.025000000000001,4 out of 6,"['amazing', 'opportunity', 'provide', 'apply']","['amazing', 'opportunity', 'provide', 'vtfoundation', 'apply', 'http']"
36,2021-03-18T02:30:48.000Z,"RT @VTFoundation: Most employers seek career-ready professionals.

@VTFoundation internships are foundational in preparing you for the work…",Trust,"['rt', '@', 'vtfoundation', ':', 'most', 'employers', 'seek', 'career-ready', 'professionals', '.', '@', 'vtfoundation', 'internships', 'are', 'foundational', 'in', 'preparing', 'you', 'for', 'the', 'work…']",5.812,4.552,5.7139999999999995,neutral,5.359333333333335,5 out of 9,"['employer', 'seek', 'professional', 'internship', 'prepare']","['rt', 'vtfoundation', 'employer', 'seek', 'professional', 'vtfoundation', 'internship', 'foundational', 'prepare']"
37,2021-03-18T02:29:06.000Z,"I completed the Web Security Academy lab:
Basic SSRF against the local server

@WebSecAcademy
 https://t.co/MxsB1eDZyz",Joy,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'ssrf', 'against', 'the', 'local', 'server', '@', 'websecacademy', 'https', ':', '//t.co/mxsb1edzyz']",5.7625,3.685,5.8825,neutral,5.11,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'local', 'server']","['complete', 'web', 'security', 'academy', 'lab', 'basic', 'ssrf', 'local', 'server', 'websecacademy', 'http']"
38,2021-03-17T03:10:22.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with password disclosure

@WebSecAcademy
 https://t.co/6sLrMnYjV8",Trust,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', 'with', 'password', 'disclosure', '@', 'websecacademy', 'https', ':', '//t.co/6slrmnyjv8']",5.285454545454545,3.7490909090909086,5.628181818181819,neutral,4.887575757575758,11 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'password', 'disclosure']","['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'password', 'disclosure', 'websecacademy', 'http']"
39,2021-03-17T02:54:15.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Referer-based access control

@WebSecAcademy
 https://t.co/2L6bIvtHNY",Fear,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'referer-based', 'access', 'control', '@', 'websecacademy', 'https', ':', '//t.co/2l6bivthny']",5.655714285714287,4.154285714285714,5.935714285714287,neutral,5.248571428571427,7 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'websecacademy', 'http']"
40,2021-03-17T02:54:09.000Z,"I completed the Web Security Academy lab:
Referer-based access control

@WebSecAcademy
 https://t.co/2L6bIvtHNY",Surprise,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'referer-based', 'access', 'control', '@', 'websecacademy', 'https', ':', '//t.co/2l6bivthny']",5.655714285714287,4.154285714285714,5.935714285714287,neutral,5.248571428571427,7 out of 9,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control']","['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'websecacademy', 'http']"
