,time,tweet,emotion,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
10,2022-11-06T11:43:26.000Z,➡️#semifinals 🇮🇳 https://t.co/1mxL8lSrpL,Joy,"['➡️', '#', 'semifinals', '🇮🇳', 'https', ':', '//t.co/1mxl8lsrpl']",,,,,,0,,"['semifinal', 'http']"
11,2022-11-06T04:17:57.000Z,Blessed to receive all your love. Thank you for your warm wishes. ❤️,Joy,"['blessed', 'to', 'receive', 'all', 'your', 'love', '.', 'thank', 'you', 'for', 'your', 'warm', 'wishes', '.', '❤️']",7.425,4.048333333333334,6.448333333333332,positive,5.973888888888888,6 out of 6,"['bless', 'receive', 'love', 'thank', 'warm', 'wish']","['bless', 'receive', 'love', 'thank', 'warm', 'wish']"
12,2022-11-02T12:56:45.000Z,Character &amp; Conviction. 💪 https://t.co/WuYIpr99Xn,Trust,"['character', '&', 'amp', ';', 'conviction', '.', '💪', 'https', ':', '//t.co/wuyipr99xn']",5.273333333333333,4.69,6.04,neutral,5.334444444444443,3 out of 4,"['character', 'amp', 'conviction']","['character', 'amp', 'conviction', 'http']"
13,2022-10-31T09:10:22.000Z,Touchdown Adelaide 🇮🇳🫶 https://t.co/1leNe0jN8L,Surprise,"['touchdown', 'adelaide', '🇮🇳\U0001faf6', 'https', ':', '//t.co/1lene0jn8l']",7.11,4.86,5.91,positive,5.960000000000001,1 out of 3,['touchdown'],"['touchdown', 'adelaide', 'http']"
14,2022-10-30T15:49:15.000Z,Tough day today but we focus on the next one. ✌️🇮🇳 https://t.co/REJKpvx82y,Joy,"['tough', 'day', 'today', 'but', 'we', 'focus', 'on', 'the', 'next', 'one', '.', '✌️🇮🇳', 'https', ':', '//t.co/rejkpvx82y']",5.8450000000000015,3.745,5.9975,neutral,5.195833333333333,4 out of 7,"['tough', 'day', 'focus', 'one']","['tough', 'day', 'today', 'focus', 'next', 'one', 'http']"
15,2022-10-27T10:46:54.000Z,Another strong result. 🇮🇳💪 https://t.co/J5gKb6za8F,Trust,"['another', 'strong', 'result', '.', '🇮🇳💪', 'https', ':', '//t.co/j5gkb6za8f']",6.46,4.64,6.335,positive,5.8116666666666665,2 out of 4,"['strong', 'result']","['another', 'strong', 'result', 'http']"
16,2022-10-24T05:52:12.000Z,"A very Happy Diwali to you all. May the festival of lights bring you peace, joy and prosperity. ✨🪔",Joy,"['a', 'very', 'happy', 'diwali', 'to', 'you', 'all', '.', 'may', 'the', 'festival', 'of', 'lights', 'bring', 'you', 'peace', ',', 'joy', 'and', 'prosperity', '.', '✨\U0001fa94']",7.01875,4.80125,6.385,positive,6.0683333333333325,8 out of 9,"['happy', 'may', 'festival', 'light', 'bring', 'peace', 'joy', 'prosperity']","['happy', 'diwali', 'may', 'festival', 'light', 'bring', 'peace', 'joy', 'prosperity']"
17,2022-10-23T13:09:29.000Z,Special win. Thank you to all our fans for turning up in numbers. 🇮🇳💙 https://t.co/hAcbuYGa1H,Surprise,"['special', 'win', '.', 'thank', 'you', 'to', 'all', 'our', 'fans', 'for', 'turning', 'up', 'in', 'numbers', '.', '🇮🇳💙', 'https', ':', '//t.co/hacbuyga1h']",6.6816666666666675,3.85,6.588333333333333,positive,5.706666666666666,6 out of 7,"['special', 'win', 'thank', 'fan', 'turn', 'number']","['special', 'win', 'thank', 'fan', 'turn', 'number', 'http']"
18,2022-10-20T04:37:04.000Z,"I'm super pumped to enter the metaverse exclusively with @0xFanCraze

You can own and collect my player cards &amp; play cricket games to win big prizes!

Join me now on https://t.co/EYMrqZby6b and get started with your welcome bonus.

#OwnTheSquad #FanCraze #collab https://t.co/lZ7eymg8EN",Sadness,"['i', ""'m"", 'super', 'pumped', 'to', 'enter', 'the', 'metaverse', 'exclusively', 'with', '@', '0xfancraze', 'you', 'can', 'own', 'and', 'collect', 'my', 'player', 'cards', '&', 'amp', ';', 'play', 'cricket', 'games', 'to', 'win', 'big', 'prizes', '!', 'join', 'me', 'now', 'on', 'https', ':', '//t.co/eymrqzby6b', 'and', 'get', 'started', 'with', 'your', 'welcome', 'bonus', '.', '#', 'ownthesquad', '#', 'fancraze', '#', 'collab', 'https', ':', '//t.co/lz7eymg8en']",6.481764705882353,4.4658823529411755,5.894705882352941,positive,5.6141176470588245,17 out of 25,"['super', 'enter', 'collect', 'player', 'card', 'amp', 'play', 'cricket', 'game', 'win', 'big', 'prize', 'join', 'get', 'start', 'welcome', 'bonus']","['super', 'pumped', 'enter', 'metaverse', 'exclusively', 'collect', 'player', 'card', 'amp', 'play', 'cricket', 'game', 'win', 'big', 'prize', 'join', 'http', 'get', 'start', 'welcome', 'bonus', 'ownthesquad', 'fancraze', 'collab', 'http']"
19,2022-10-18T05:02:37.000Z,"One8 select presents 'THE ULTIMATE FLEXIBLE SHOE', which would outshine any look you prefer to carry. 

Footwear designed for everyone and every look.
Explore the complete collection for the modern man on the move at https://t.co/pZbSHJJIdT
#footwear #mensfashion #ad 
@one8Select https://t.co/J0vvXYsSjS",Joy,"['one8', 'select', 'presents', ""'the"", 'ultimate', 'flexible', 'shoe', ""'"", ',', 'which', 'would', 'outshine', 'any', 'look', 'you', 'prefer', 'to', 'carry', '.', 'footwear', 'designed', 'for', 'everyone', 'and', 'every', 'look', '.', 'explore', 'the', 'complete', 'collection', 'for', 'the', 'modern', 'man', 'on', 'the', 'move', 'at', 'https', ':', '//t.co/pzbshjjidt', '#', 'footwear', '#', 'mensfashion', '#', 'ad', '@', 'one8select', 'https', ':', '//t.co/j0vvxyssjs']",5.995,4.0305,5.8655,neutral,5.2970000000000015,20 out of 26,"['select', 'present', 'ultimate', 'flexible', 'shoe', 'would', 'look', 'prefer', 'carry', 'footwear', 'design', 'look', 'explore', 'complete', 'collection', 'modern', 'man', 'move', 'footwear', 'ad']","['select', 'present', 'ultimate', 'flexible', 'shoe', 'would', 'outshine', 'look', 'prefer', 'carry', 'footwear', 'design', 'everyone', 'every', 'look', 'explore', 'complete', 'collection', 'modern', 'man', 'move', 'http', 'footwear', 'mensfashion', 'ad', 'http']"
20,2022-10-18T04:26:29.000Z,Let's go ⏳🇮🇳 https://t.co/2a7hSuqyi6,Trust,"['let', ""'s"", 'go', '⏳🇮🇳', 'https', ':', '//t.co/2a7hsuqyi6']",6.135,3.785,5.695,positive,5.205,2 out of 3,"['let', 'go']","['let', 'go', 'http']"
21,2022-10-16T05:04:07.000Z,"FIREBOLTT is officially India’s No.1 Smartwatch brand and has also bagged the 4th global position in the category, pegged against some of the international giants.
Ignite your fire this festive season with @fireboltt__ and get up to 75% off on https://t.co/pJleebvLCE⚡ #ad https://t.co/6a95X5b7E8",Joy,"['fireboltt', 'is', 'officially', 'india', '’', 's', 'no.1', 'smartwatch', 'brand', 'and', 'has', 'also', 'bagged', 'the', '4th', 'global', 'position', 'in', 'the', 'category', ',', 'pegged', 'against', 'some', 'of', 'the', 'international', 'giants', '.', 'ignite', 'your', 'fire', 'this', 'festive', 'season', 'with', '@', 'fireboltt__', 'and', 'get', 'up', 'to', '75', '%', 'off', 'on', 'https', ':', '//t.co/pjleebvlce⚡', '#', 'ad', 'https', ':', '//t.co/6a95x5b7e8']",5.416153846153847,4.061538461538461,5.470769230769231,neutral,4.9828205128205125,13 out of 21,"['brand', 'bag', 'global', 'position', 'category', 'international', 'giant', 'ignite', 'fire', 'festive', 'season', 'get', 'ad']","['fireboltt', 'officially', 'india', 'smartwatch', 'brand', 'also', 'bag', 'global', 'position', 'category', 'peg', 'international', 'giant', 'ignite', 'fire', 'festive', 'season', 'get', 'http', 'ad', 'http']"
22,2022-10-15T11:03:42.000Z,"Congratulations @BCCIWomen
Way to go. 🇮🇳🏆👏",Surprise,"['congratulations', '@', 'bcciwomen', 'way', 'to', 'go', '.', '🇮🇳🏆👏']",6.51,4.6033333333333335,5.613333333333332,positive,5.575555555555557,3 out of 4,"['congratulation', 'way', 'go']","['congratulation', 'bcciwomen', 'way', 'go']"
23,2022-10-15T07:48:36.000Z,"Out and about in 🇶🇦  #tb
#𝗩𝗜deo 

https://t.co/Gx1TA1QeXP",Surprise,"['out', 'and', 'about', 'in', '🇶🇦', '#', 'tb', '#', '𝗩𝗜deo', 'https', ':', '//t.co/gx1ta1qexp']",,,,,,0,,"['tb', '𝗩𝗜deo', 'http']"
24,2022-10-14T05:00:00.000Z,"Celebrations are going to be incomplete without the magical #vivoV25series. This Diwali, experience all things delightful! #MagicalPhone #DelightEveryMoment #ad 

@vivo_india https://t.co/XEFSs3RgHO",Joy,"['celebrations', 'are', 'going', 'to', 'be', 'incomplete', 'without', 'the', 'magical', '#', 'vivov25series', '.', 'this', 'diwali', ',', 'experience', 'all', 'things', 'delightful', '!', '#', 'magicalphone', '#', 'delighteverymoment', '#', 'ad', '@', 'vivo_india', 'https', ':', '//t.co/xefss3rgho']",6.195,4.67375,5.735,positive,5.534583333333334,8 out of 13,"['celebration', 'go', 'incomplete', 'magical', 'experience', 'thing', 'delightful', 'ad']","['celebration', 'go', 'incomplete', 'without', 'magical', 'diwali', 'experience', 'thing', 'delightful', 'magicalphone', 'delighteverymoment', 'ad', 'http']"
25,2022-10-12T10:52:23.000Z,"Mobility is key 👌
Video credit - bhau @surya_14kumar https://t.co/SjHH9l2g89",Trust,"['mobility', 'is', 'key', '👌', 'video', 'credit', '-', 'bhau', '@', 'surya_14kumar', 'https', ':', '//t.co/sjhh9l2g89']",5.8475,4.445,6.175,neutral,5.489166666666668,4 out of 6,"['mobility', 'key', 'video', 'credit']","['mobility', 'key', 'video', 'credit', 'bhau', 'http']"
26,2022-10-12T05:17:29.000Z,📸 https://t.co/RFUeGaxKax,Trust,"['📸', 'https', ':', '//t.co/rfuegaxkax']",,,,,,0,,['http']
27,2022-10-12T05:00:01.000Z,"🇮🇳

#BelieveInBlue as #TeamIndia gears up for ICC Men’s #T20WorldCup, Oct 16 onwards, LIVE on @StarSportsIndia &amp; Disney+Hotstar.
#ad https://t.co/EXI1gYh1wt",Surprise,"['🇮🇳', '#', 'believeinblue', 'as', '#', 'teamindia', 'gears', 'up', 'for', 'icc', 'men', '’', 's', '#', 't20worldcup', ',', 'oct', '16', 'onwards', ',', 'live', 'on', '@', 'starsportsindia', '&', 'amp', ';', 'disney+hotstar', '.', '#', 'ad', 'https', ':', '//t.co/exi1gyh1wt']",5.76,4.065,5.6775,neutral,5.1675,4 out of 12,"['gear', 'live', 'amp', 'ad']","['believeinblue', 'teamindia', 'gear', 'icc', 'men', 'oct', 'onwards', 'live', 'starsportsindia', 'amp', 'ad', 'http']"
28,2022-10-11T13:24:15.000Z,@RichardMarlesMP @DrSJaishankar It's an honour sir. Thank you @DrSJaishankar.,Trust,"['@', 'richardmarlesmp', '@', 'drsjaishankar', 'it', ""'s"", 'an', 'honour', 'sir', '.', 'thank', 'you', '@', 'drsjaishankar', '.']",6.6099999999999985,3.83,6.0,positive,5.48,2 out of 6,"['sir', 'thank']","['richardmarlesmp', 'drsjaishankar', 'honour', 'sir', 'thank', 'drsjaishankar']"
29,2022-10-11T04:38:58.000Z,An inspiration to people across generations. To many more years of happiness and good health. Wishing you a very happy birthday @SrBachchan sir.,Joy,"['an', 'inspiration', 'to', 'people', 'across', 'generations', '.', 'to', 'many', 'more', 'years', 'of', 'happiness', 'and', 'good', 'health', '.', 'wishing', 'you', 'a', 'very', 'happy', 'birthday', '@', 'srbachchan', 'sir', '.']",6.791818181818183,4.373636363636364,6.071818181818182,positive,5.745757575757576,11 out of 14,"['inspiration', 'people', 'generation', 'year', 'happiness', 'good', 'health', 'wish', 'happy', 'birthday', 'sir']","['inspiration', 'people', 'across', 'generation', 'many', 'year', 'happiness', 'good', 'health', 'wish', 'happy', 'birthday', 'srbachchan', 'sir']"
30,2022-10-11T04:22:19.000Z,"Day off with the boys ⭐
@HarshalPatel23 @HoodaOnFire @akshar2026 https://t.co/neJ5C7JBI3",Surprise,"['day', 'off', 'with', 'the', 'boys', '⭐', '@', 'harshalpatel23', '@', 'hoodaonfire', '@', 'akshar2026', 'https', ':', '//t.co/nej5c7jbi3']",6.1,3.865,5.545,positive,5.17,2 out of 4,"['day', 'boy']","['day', 'boy', 'hoodaonfire', 'http']"
31,2022-10-10T05:22:41.000Z,"Looking for an extra dose of energy to get you through your day? Try O’cean Energy Drink. It’s now @ Rs 55/- only. @OceanBeverages

Use code VKOCEAN to get flat 10% off on https://t.co/2JMvdR8Z45

#OceanBeverages #OceanEnergyDrink #LongLastingEnergy #PlantBasedCaffeine #ad https://t.co/ukY5R12T3k",Joy,"['looking', 'for', 'an', 'extra', 'dose', 'of', 'energy', 'to', 'get', 'you', 'through', 'your', 'day', '?', 'try', 'o', '’', 'cean', 'energy', 'drink', '.', 'it', '’', 's', 'now', '@', 'rs', '55/-', 'only', '.', '@', 'oceanbeverages', 'use', 'code', 'vkocean', 'to', 'get', 'flat', '10', '%', 'off', 'on', 'https', ':', '//t.co/2jmvdr8z45', '#', 'oceanbeverages', '#', 'oceanenergydrink', '#', 'longlastingenergy', '#', 'plantbasedcaffeine', '#', 'ad', 'https', ':', '//t.co/uky5r12t3k']",5.735,3.97,5.52642857142857,neutral,5.0771428571428565,14 out of 24,"['look', 'extra', 'dose', 'energy', 'get', 'day', 'try', 'energy', 'drink', 'use', 'code', 'get', 'flat', 'ad']","['look', 'extra', 'dose', 'energy', 'get', 'day', 'try', 'cean', 'energy', 'drink', 'r', 'oceanbeverages', 'use', 'code', 'vkocean', 'get', 'flat', 'http', 'oceanbeverages', 'oceanenergydrink', 'longlastingenergy', 'plantbasedcaffeine', 'ad', 'http']"
32,2022-10-09T07:48:08.000Z,Love the preparation phase 🫶 https://t.co/Hmc6hEUOYO,Joy,"['love', 'the', 'preparation', 'phase', '\U0001faf6', 'https', ':', '//t.co/hmc6heuoyo']",6.303333333333334,4.363333333333333,5.8066666666666675,positive,5.491111111111113,3 out of 4,"['love', 'preparation', 'phase']","['love', 'preparation', 'phase', 'http']"
33,2022-10-07T05:07:06.000Z,"Choose the Tourister life wherever you go with @AMtouristerIN’s Hamilton suitcase. 

Bag cool deals on American Tourister luggage &amp; backpacks only on @Flipkart's #BigDiwaliSale.

#AmericanTourister #AmericanTouristerIndia #Flipkart #Hamilton #TravelWithAT #TravelInStyle #Ad https://t.co/7B4rPz1Ysu",Joy,"['choose', 'the', 'tourister', 'life', 'wherever', 'you', 'go', 'with', '@', 'amtouristerin', '’', 's', 'hamilton', 'suitcase', '.', 'bag', 'cool', 'deals', 'on', 'american', 'tourister', 'luggage', '&', 'amp', ';', 'backpacks', 'only', 'on', '@', 'flipkart', ""'s"", '#', 'bigdiwalisale', '.', '#', 'americantourister', '#', 'americantouristerindia', '#', 'flipkart', '#', 'hamilton', '#', 'travelwithat', '#', 'travelinstyle', '#', 'ad', 'https', ':', '//t.co/7b4rpz1ysu']",5.763636363636364,3.9872727272727273,5.814545454545455,neutral,5.1884848484848485,11 out of 26,"['choose', 'life', 'go', 'suitcase', 'bag', 'cool', 'deal', 'luggage', 'amp', 'backpack', 'ad']","['choose', 'tourister', 'life', 'wherever', 'go', 'amtouristerin', 'hamilton', 'suitcase', 'bag', 'cool', 'deal', 'american', 'tourister', 'luggage', 'amp', 'backpack', 'flipkart', 'bigdiwalisale', 'americantourister', 'americantouristerindia', 'flipkart', 'hamilton', 'travelwithat', 'travelinstyle', 'ad', 'http']"
34,2022-10-06T05:41:02.000Z,"Happy birthday Hulk. God bless you. 😎 
@buntysajdeh https://t.co/tQaDn9sVD8",Joy,"['happy', 'birthday', 'hulk', '.', 'god', 'bless', 'you', '.', '😎', '@', 'buntysajdeh', 'https', ':', '//t.co/tqadn9svd8']",6.638,5.136,6.0360000000000005,positive,5.936666666666667,5 out of 7,"['happy', 'birthday', 'hulk', 'god', 'bless']","['happy', 'birthday', 'hulk', 'god', 'bless', 'buntysajdeh', 'http']"
35,2022-10-06T02:08:46.000Z,Australia bound ✈️. Exciting times ahead. ✌️ @yuzi_chahal @HarshalPatel23 https://t.co/KtmertwefU,Anticipation,"['australia', 'bound', '✈️', '.', 'exciting', 'times', 'ahead', '.', '✌️', '@', 'yuzi_chahal', '@', 'harshalpatel23', 'https', ':', '//t.co/ktmertwefu']",5.8133333333333335,5.19,5.0,neutral,5.334444444444443,3 out of 6,"['bound', 'excite', 'time']","['australia', 'bound', 'excite', 'time', 'ahead', 'http']"
36,2022-10-05T04:59:21.000Z,"May the light always prevail. 
Happy Dussehra to you and your loved ones.",Joy,"['may', 'the', 'light', 'always', 'prevail', '.', 'happy', 'dussehra', 'to', 'you', 'and', 'your', 'loved', 'ones', '.']",6.673333333333334,4.261666666666667,6.31,positive,5.748333333333334,6 out of 8,"['may', 'light', 'prevail', 'happy', 'loved', 'one']","['may', 'light', 'always', 'prevail', 'happy', 'dussehra', 'loved', 'one']"
37,2022-10-03T10:06:45.000Z,"Crooked teeth issues not letting you smile? Check out @toothsialigners.
An easy peasy solution for teeth straightening backed by experts. Download the makeO app to book a scan and start your smile makeOver journey today. 
#makeO #toothsiclearaligners #easypeasytoothsi #ad https://t.co/g6jocZbHWa",Anger,"['crooked', 'teeth', 'issues', 'not', 'letting', 'you', 'smile', '?', 'check', 'out', '@', 'toothsialigners', '.', 'an', 'easy', 'peasy', 'solution', 'for', 'teeth', 'straightening', 'backed', 'by', 'experts', '.', 'download', 'the', 'makeo', 'app', 'to', 'book', 'a', 'scan', 'and', 'start', 'your', 'smile', 'makeover', 'journey', 'today', '.', '#', 'makeo', '#', 'toothsiclearaligners', '#', 'easypeasytoothsi', '#', 'ad', 'https', ':', '//t.co/g6joczbhwa']",5.535,4.1865,5.557,neutral,5.092833333333333,20 out of 29,"['crooked', 'teeth', 'issue', 'neg-let', 'neg-smile', 'check', 'easy', 'solution', 'teeth', 'straighten', 'back', 'expert', 'download', 'book', 'scan', 'start', 'smile', 'makeover', 'journey', 'ad']","['crooked', 'teeth', 'issue', 'let', 'smile', 'check', 'toothsialigners', 'easy', 'peasy', 'solution', 'teeth', 'straighten', 'back', 'expert', 'download', 'makeo', 'app', 'book', 'scan', 'start', 'smile', 'makeover', 'journey', 'today', 'makeo', 'toothsiclearaligners', 'easypeasytoothsi', 'ad', 'http']"
38,2022-10-02T18:42:56.000Z,Great game. Terrific atmosphere. Thank you Guwahati. 🇮🇳💙 https://t.co/pId8ITMQRA,Joy,"['great', 'game', '.', 'terrific', 'atmosphere', '.', 'thank', 'you', 'guwahati', '.', '🇮🇳💙', 'https', ':', '//t.co/pid8itmqra']",7.046,4.396,6.102,positive,5.848,5 out of 7,"['great', 'game', 'terrific', 'atmosphere', 'thank']","['great', 'game', 'terrific', 'atmosphere', 'thank', 'guwahati', 'http']"
39,2022-10-02T10:48:40.000Z,Happy Gandhi Jayanti to all. Jai Hind 🇮🇳,Surprise,"['happy', 'gandhi', 'jayanti', 'to', 'all', '.', 'jai', 'hind', '🇮🇳']",6.585000000000001,4.38,5.815,positive,5.593333333333334,2 out of 5,"['happy', 'hind']","['happy', 'gandhi', 'jayanti', 'jai', 'hind']"
