time,tweet
2021-03-23T13:30:42.000Z,"I completed the Web Security Academy lab:
Arbitrary object injection in PHP

@WebSecAcademy
 https://t.co/TYMH5wjQqu"
2021-03-23T12:26:51.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Modifying serialized data types

@WebSecAcademy
 https://t.co/u1TGXoUv1m"
2021-03-23T12:26:47.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Using application functionality to exploit insecure deserialization

@WebSecAcademy…"
2021-03-23T12:26:32.000Z,"I completed the Web Security Academy lab:
Using application functionality to exploit insecure deserialization

@WebSecAcademy
 https://t.co/J9PMzGrzEd"
2021-03-23T03:32:49.000Z,"I completed the Web Security Academy lab:
Modifying serialized data types

@WebSecAcademy
 https://t.co/u1TGXoUv1m"
2021-03-19T16:00:44.000Z,RT @elonmusk: The simulation really struggled to make this look real haha https://t.co/t8zvFTRUHU
2021-03-19T13:47:42.000Z,"I completed the Web Security Academy lab:
SSRF with filter bypass via open redirection vulnerability

@WebSecAcademy
 https://t.co/LnLymmemq0"
2021-03-19T13:14:09.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SSRF with whitelist-based input filter

@WebSecAcademy
 https://t.co/xm7zBQwHba"
2021-03-19T13:13:13.000Z,"I completed the Web Security Academy lab:
SSRF with whitelist-based input filter

@WebSecAcademy
 https://t.co/xm7zBQwHba"
2021-03-19T12:31:10.000Z,RT @elonmusk: https://t.co/Ngk8SJvDUW
2021-03-19T12:30:56.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SSRF with blacklist-based input filter

@WebSecAcademy
 https://t.co/6bacT51UK1"
2021-03-19T12:30:49.000Z,"I completed the Web Security Academy lab:
SSRF with blacklist-based input filter

@WebSecAcademy
 https://t.co/6bacT51UK1"
2021-03-18T03:10:53.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Basic SSRF against another back-end system

@WebSecAcademy
 https://t.co/7a3X3rom2g"
2021-03-18T03:10:48.000Z,"I completed the Web Security Academy lab:
Basic SSRF against another back-end system

@WebSecAcademy
 https://t.co/7a3X3rom2g"
2021-03-18T02:32:57.000Z,Amazing opportunity is provided by @VTFoundation. Apply now. https://t.co/16ANhXaTzE
2021-03-18T02:30:48.000Z,"RT @VTFoundation: Most employers seek career-ready professionals.

@VTFoundation internships are foundational in preparing you for the work…"
2021-03-18T02:29:06.000Z,"I completed the Web Security Academy lab:
Basic SSRF against the local server

@WebSecAcademy
 https://t.co/MxsB1eDZyz"
2021-03-17T03:10:22.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with password disclosure

@WebSecAcademy
 https://t.co/6sLrMnYjV8"
2021-03-17T02:54:15.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Referer-based access control

@WebSecAcademy
 https://t.co/2L6bIvtHNY"
2021-03-17T02:54:09.000Z,"I completed the Web Security Academy lab:
Referer-based access control

@WebSecAcademy
 https://t.co/2L6bIvtHNY"
2021-03-17T02:38:28.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Multi-step process with no access control on one step

@WebSecAcademy
 https://t.co…"
2021-03-17T02:38:22.000Z,"I completed the Web Security Academy lab:
Multi-step process with no access control on one step

@WebSecAcademy
 https://t.co/1PH2vZvi8F"
2021-03-16T05:25:40.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Insecure direct object references

@WebSecAcademy
 https://t.co/jrp2N8kQam"
2021-03-16T05:25:34.000Z,"I completed the Web Security Academy lab:
Insecure direct object references

@WebSecAcademy
 https://t.co/jrp2N8kQam"
2021-03-16T05:09:35.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcade…"
2021-03-16T05:06:25.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcademy
 https://t.co/uDpKaOar6C"
2021-03-16T05:02:33.000Z,RT @Wldathome: It's officially Zack Snyder's Justice League week. Let's gooooooooooooo! https://t.co/mqhRqzaLvx
2021-03-16T04:56:23.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter, with unpredictable user IDs

@WebSecAcademy
 https://t.co/00X5wYNA2p"
2021-03-16T04:50:06.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter

@WebSecAcademy
 https://t.co/pZ0QnXCRF7"
2021-03-16T04:25:34.000Z,"I completed the Web Security Academy lab:
Method-based access control can be circumvented

@WebSecAcademy
 https://t.co/vUORA92gMU"
2021-03-12T03:48:06.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
URL-based access control can be circumvented

@WebSecAcademy
 https://t.co/6vk6utFa…"
2021-03-12T03:47:56.000Z,"I completed the Web Security Academy lab:
URL-based access control can be circumvented

@WebSecAcademy
 https://t.co/6vk6utFaco"
2021-03-12T03:17:49.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User role can be modified in user profile

@WebSecAcademy
 https://t.co/OKoGpGIKnx"
2021-03-12T03:17:35.000Z,"I completed the Web Security Academy lab:
User role can be modified in user profile

@WebSecAcademy
 https://t.co/OKoGpGIKnx"
2021-03-12T03:01:46.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User role controlled by request parameter

@WebSecAcademy
 https://t.co/LOJZiEcrEl"
2021-03-12T03:01:25.000Z,"I completed the Web Security Academy lab:
User role controlled by request parameter

@WebSecAcademy
 https://t.co/LOJZiEcrEl"
2021-03-12T02:22:31.000Z,"I completed the Web Security Academy lab:
Unprotected admin functionality with unpredictable URL

@WebSecAcademy
 https://t.co/Py0h9uevqL"
2021-03-12T02:07:35.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Unprotected admin functionality

@WebSecAcademy
 https://t.co/oUUQ1tzEp7"
2021-03-12T02:07:19.000Z,"I completed the Web Security Academy lab:
Unprotected admin functionality

@WebSecAcademy
 https://t.co/oUUQ1tzEp7"
2021-03-10T03:27:15.000Z,"I completed the Web Security Academy lab:
Authentication bypass via information disclosure

@WebSecAcademy
 https://t.co/gwU6nF8Ork"
2021-03-10T03:00:49.000Z,"I completed the Web Security Academy lab:
Source code disclosure via backup files

@WebSecAcademy
 https://t.co/lNYYkKkhcU"
2021-03-09T03:06:05.000Z,"I completed the Web Security Academy lab:
Information disclosure on debug page

@WebSecAcademy
 https://t.co/OlbdChehpK"
2021-03-09T02:55:31.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C"
2021-03-09T02:53:48.000Z,"I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C"
2021-03-07T05:07:37.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Flawed enforcement of business rules

@WebSecAcademy
 https://t.co/GUu6gqtTgZ"
2021-03-07T05:06:16.000Z,"I completed the Web Security Academy lab:
Flawed enforcement of business rules

@WebSecAcademy
 https://t.co/GUu6gqtTgZ"
2021-03-07T04:15:21.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Authentication bypass via flawed state machine

@WebSecAcademy
 https://t.co/ODmjtm…"
2021-03-07T04:15:08.000Z,"I completed the Web Security Academy lab:
Authentication bypass via flawed state machine

@WebSecAcademy
 https://t.co/ODmjtmIBgv"
2021-03-06T03:17:10.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Insufficient workflow validation

@WebSecAcademy
 https://t.co/k9Kf8ffg21"
2021-03-06T03:16:46.000Z,"I completed the Web Security Academy lab:
Insufficient workflow validation

@WebSecAcademy
 https://t.co/k9Kf8ffg21"
2021-03-06T02:33:19.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Weak isolation on dual-use endpoint

@WebSecAcademy
 https://t.co/B9XfuxdacJ"
2021-03-06T02:33:09.000Z,"I completed the Web Security Academy lab:
Weak isolation on dual-use endpoint

@WebSecAcademy
 https://t.co/B9XfuxdacJ"
2021-03-05T02:38:23.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Inconsistent security controls

@WebSecAcademy
 https://t.co/QVZyDuOD3p"
2021-03-05T02:38:15.000Z,"I completed the Web Security Academy lab:
Inconsistent security controls

@WebSecAcademy
 https://t.co/QVZyDuOD3p"
2021-03-04T07:41:48.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Brute-forcing a stay-logged-in cookie

@WebSecAcademy
 https://t.co/yLpb6QuZ0V"
2021-03-04T03:02:18.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Low-level logic flaw

@WebSecAcademy
 https://t.co/saB5wp7LeM"
2021-03-04T03:02:10.000Z,"I completed the Web Security Academy lab:
Low-level logic flaw

@WebSecAcademy
 https://t.co/saB5wp7LeM"
2021-03-03T12:46:12.000Z,"I completed the Web Security Academy lab:
High-level logic vulnerability

@WebSecAcademy
 https://t.co/EUVFs74t23"
2021-03-02T03:36:16.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
2FA broken logic

@WebSecAcademy
 https://t.co/apYXYQeSud"
2021-03-02T03:36:07.000Z,"I completed the Web Security Academy lab:
2FA broken logic

@WebSecAcademy
 https://t.co/apYXYQeSud"
2021-03-02T03:17:10.000Z,"RT @Tesla: Use Tesla phone app to melt snow &amp; ice off your car before even leaving the house

📸 by @cookie_esq https://t.co/P3r8JUOvpv"
2021-03-02T03:16:10.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Excessive trust in client-side controls

@WebSecAcademy
 https://t.co/83ZTEdtArC"
2021-03-02T03:15:59.000Z,"I completed the Web Security Academy lab:
Excessive trust in client-side controls

@WebSecAcademy
 https://t.co/83ZTEdtArC"
2021-03-01T05:08:08.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Blind OS command injection with output redirection

@WebSecAcademy
 https://t.co/ZP…"
2021-03-01T05:08:04.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Blind OS command injection with out-of-band interaction

@WebSecAcademy
 https://t.…"
2021-03-01T05:07:57.000Z,"I completed the Web Security Academy lab:
Blind OS command injection with out-of-band interaction

@WebSecAcademy
 https://t.co/Gcq25u1AJH"
2021-03-01T05:01:32.000Z,"I completed the Web Security Academy lab:
Blind OS command injection with output redirection

@WebSecAcademy
 https://t.co/ZPlBSMdTMZ"
2021-03-01T04:54:21.000Z,"I completed the Web Security Academy lab:
Blind OS command injection with time delays

@WebSecAcademy
 https://t.co/q8nADYCEmN"
2021-03-01T04:15:05.000Z,"I completed the Web Security Academy lab:
OS command injection, simple case

@WebSecAcademy
 https://t.co/TOJuD2keub"
2021-02-28T05:24:04.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, validation of file extension with null byte bypass

@WebSecAca…"
2021-02-28T05:20:23.000Z,"I completed the Web Security Academy lab:
File path traversal, validation of file extension with null byte bypass

@WebSecAcademy
 https://t.co/AI8Yj6EGLs"
2021-02-28T05:08:06.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped with superfluous URL-decode

@Web…"
2021-02-28T05:07:57.000Z,"I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped with superfluous URL-decode

@WebSecAcademy
 https://t.co/V1yqiBGWE4"
2021-02-28T04:53:02.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, traversal sequences blocked with absolute path bypass

@WebSec…"
2021-02-28T04:52:56.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped non-recursively

@WebSecAcademy…"
2021-02-28T04:52:48.000Z,"I completed the Web Security Academy lab:
File path traversal, traversal sequences stripped non-recursively

@WebSecAcademy
 https://t.co/BQVa34wODy"
2021-02-28T04:37:33.000Z,"I completed the Web Security Academy lab:
File path traversal, traversal sequences blocked with absolute path bypass

@WebSecAcademy
 https://t.co/xP62YDFG07"
2021-02-28T04:23:23.000Z,"I completed the Web Security Academy lab:
File path traversal, simple case

@WebSecAcademy
 https://t.co/P1BKsqlMAV"
2021-02-27T03:28:43.000Z,"I completed the Web Security Academy lab:
Password brute-force via password change

@WebSecAcademy
 https://t.co/LPYPUQlTIr"
2021-02-27T02:42:58.000Z,"I completed the Web Security Academy lab:
Password reset poisoning via middleware

@WebSecAcademy
 https://t.co/2ESVe4UOUW"
2021-02-26T09:50:23.000Z,"I completed the Web Security Academy lab:
Password reset broken logic

@WebSecAcademy
 https://t.co/Yv8Rxd20iR"
2021-02-26T09:39:15.000Z,"I completed the Web Security Academy lab:
Offline password cracking

@WebSecAcademy
 https://t.co/1GBsGo1HwQ"
2021-02-23T07:31:18.000Z,"I completed the Web Security Academy lab:
Brute-forcing a stay-logged-in cookie

@WebSecAcademy
 https://t.co/yLpb6QuZ0V"
2021-02-19T07:16:55.000Z,"Vulnerabilities in multi-factor authentication | Web Security Academy
 https://t.co/ecmk8k1tzU"
2021-02-19T07:13:42.000Z,"I completed the Web Security Academy lab:
2FA simple bypass

@WebSecAcademy
 https://t.co/WOxHyf4r8o"
2021-02-19T06:23:30.000Z,"I completed the Web Security Academy lab:
Broken brute-force protection, multiple credentials per request

@WebSecAcademy
 https://t.co/ecsuOkAItl"
2021-02-19T06:05:03.000Z,"I completed the Web Security Academy lab:
Username enumeration via account lock

@WebSecAcademy
 https://t.co/D5Z5QIGy1R"
2021-02-18T05:28:28.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Broken brute-force protection, IP block

@WebSecAcademy
 https://t.co/fnyaowyK6d"
2021-02-18T05:28:22.000Z,"I completed the Web Security Academy lab:
Broken brute-force protection, IP block

@WebSecAcademy
 https://t.co/fnyaowyK6d"
2021-02-18T04:18:16.000Z,"RT @NASA: .@NASAInSight @MarsCuriosity Ladies, any words of advice for @NASAPersevere rn? She's ONE day from landing on Mars! #CountdownToM…"
2021-02-18T04:18:02.000Z,"RT @NASA: We're ONE day from @NASAPersevere's landing! Today’s #CountdownToMars events:

♦️ 12:30pm ET (5:30pm UTC): Elementary school stud…"
2021-02-18T04:17:28.000Z,"RT @NASA: In ONE day, @NASAPersevere will attempt the most dangerous Mars landing to date on a mission to search for signs of ancient life…"
2021-02-17T06:00:28.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Username enumeration via response timing

@WebSecAcademy
 https://t.co/xj1juYKnI0"
2021-02-17T06:00:04.000Z,"I completed the Web Security Academy lab:
Username enumeration via response timing

@WebSecAcademy
 https://t.co/xj1juYKnI0"
2021-02-16T06:04:25.000Z,"I completed the Web Security Academy lab:
Username enumeration via subtly different responses

@WebSecAcademy
 https://t.co/JZwEWKvXXZ"
2021-02-16T05:42:13.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Username enumeration via different responses

@WebSecAcademy
 https://t.co/3T4yGX6o…"
2021-02-16T05:42:04.000Z,"I completed the Web Security Academy lab:
Username enumeration via different responses

@WebSecAcademy
 https://t.co/3T4yGX6oKd"
2021-02-15T04:01:55.000Z,"RT @elonmusk: If major Dogecoin holders sell most of their coins, it will get my full support. Too much concentration is the only real issu…"
2021-02-14T06:30:51.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with time delays and information retrieval

@WebSecAcademy
 https://t.co/nHHK0ooKhn"
2021-02-14T05:28:37.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with time delays

@WebSecAcademy
 https://t.co/NcBJmrUQqO"
2021-02-13T05:44:40.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with conditional errors

@WebSecAcademy
 https://t.co/BqalE4QDhh"
2021-02-12T05:12:12.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Blind SQL injection with conditional responses

@WebSecAcademy
 https://t.co/fO03YP…"
2021-02-12T05:11:55.000Z,"I completed the Web Security Academy lab:
Blind SQL injection with conditional responses

@WebSecAcademy
 https://t.co/fO03YPerPg"
2021-02-10T06:16:14.000Z,"I completed the Web Security Academy lab:
SQL injection attack, listing the database contents on Oracle

@WebSecAcademy
 https://t.co/w1xScdhQMp"
2021-02-10T06:04:05.000Z,"I completed the Web Security Academy lab:
SQL injection attack, listing the database contents on non-Oracle databases

@WebSecAcademy
 https://t.co/RnXuctoyrp"
2021-02-10T05:28:44.000Z,"I completed the Web Security Academy lab:
SQL injection attack, querying the database type and version on MySQL and Microsoft

@WebSecAcademy
 https://t.co/KkGhsjeGXZ"
2021-02-10T05:14:57.000Z,"I completed the Web Security Academy lab:
SQL injection attack, querying the database type and version on Oracle

@WebSecAcademy
 https://t.co/NKXT035VmC"
2021-02-09T07:22:26.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, retrieving multiple values in a single column

@WebSecAcademy
 https://t.co/B5HUMTtwOx"
2021-02-09T07:07:15.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, retrieving data from other tables

@WebSecAcademy
 https://t.co/ZVNOa6tXb3"
2021-02-09T07:00:50.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SQL injection UNION attack, finding a column containing text

@WebSecAcademy
 https…"
2021-02-09T07:00:07.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, finding a column containing text

@WebSecAcademy
 https://t.co/3PwB5xVZaE"
2021-02-08T12:45:04.000Z,"I completed the Web Security Academy lab:
SQL injection UNION attack, determining the number of columns returned by the query

@WebSecAcademy
 https://t.co/OJT5ZlZb8Q"
2021-02-08T12:16:56.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
SQL injection vulnerability allowing login bypass

@WebSecAcademy
 https://t.co/OpH…"
2021-02-08T12:16:45.000Z,"I completed the Web Security Academy lab:
SQL injection vulnerability allowing login bypass

@WebSecAcademy
 https://t.co/OpHdp8wLsl"
2021-02-08T12:01:00.000Z,"RT @NASA: What would be a sign of ancient life on Mars? @NASAPersevere will be searching! 

In the newest Rocket Ranch podcast, @NASAJPL's…"
2021-02-08T11:57:33.000Z,"I completed the Web Security Academy lab:
SQL injection vulnerability in WHERE clause allowing retrieval of hidden data

@WebSecAcademy
 https://t.co/DwuKVLJLWW"
2021-02-06T06:04:18.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Multistep clickjacking

@WebSecAcademy
 https://t.co/I73ZGArs8z"
2021-02-06T06:04:09.000Z,"I completed the Web Security Academy lab:
Multistep clickjacking

@WebSecAcademy
 https://t.co/I73ZGArs8z"
2021-02-05T02:42:00.000Z,"I completed the Web Security Academy lab:
Clickjacking with a frame buster script

@WebSecAcademy
 https://t.co/F2ja2w0HS5"
2021-02-05T02:27:35.000Z,"I completed the Web Security Academy lab:
Clickjacking with form input data prefilled from a URL parameter

@WebSecAcademy
 https://t.co/NmpGrSDdGf"
2021-02-04T03:32:03.000Z,"I completed the Web Security Academy lab:
Basic clickjacking with CSRF token protection

@WebSecAcademy
 https://t.co/GFW20Zit3u"
2021-02-01T04:56:59.000Z,"RT @DrSJaishankar: Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties. 

#VaccineMaitri https://t.co/ESx…"
2021-01-28T02:49:19.000Z,"RT @VTFoundation: Free Federal Virtual Training Environment (FedVTE) courses that are available to the public.

Start NOW: https://t.co/q1Q…"
2021-01-27T12:43:24.000Z,"Doesn't matter. Your only gonna win remaining body parts as you already have Heart , kidney and lungs. https://t.co/cE0e7swKge"
2021-01-07T03:46:56.000Z,"RT @eucopresident: The US Congress is a temple of democracy. 

To witness tonight’s scenes in #WashingtonDC is a shock. 

We trust the US t…"
2021-01-07T03:46:17.000Z,"RT @JustinTrudeau: Canadians are deeply disturbed and saddened by the attack on democracy in the United States, our closest ally and neighb…"
2021-01-07T03:46:13.000Z,"RT @jacindaardern: Democracy - the right of people to exercise a vote, have their voice heard and then have that decision upheld peacefully…"
2021-01-07T03:46:09.000Z,RT @BorisJohnson: Disgraceful scenes in U.S. Congress. The United States stands for democracy around the world and it is now vital that the…
2021-01-07T03:46:07.000Z,"RT @EmmanuelMacron: We believe in democracy.
#WeAreOne https://t.co/dj3hs66KKn"
2021-01-07T03:46:02.000Z,RT @ScottMorrisonMP: Very distressing scenes at the US Congress. We condemn these acts of violence and look forward to a peaceful transfer…
2021-01-07T03:45:53.000Z,RT @narendramodi: Distressed to see news about rioting and violence in Washington DC. Orderly and peaceful transfer of power must continue.…
2020-12-15T18:36:27.000Z,"RT @Hacker0x01: Thank you to @TheParanoids and all 3,000 hackers who participated in the world’s largest live hacking event, h1-2010! Check…"
2020-12-15T18:36:04.000Z,"RT @Bugcrowd: 🎁  Merry X(SS)MAS! Hackers!🎄
 
Beginning today we are doing 12 swag-ful days of giveaways and challenges.

Today's challenge…"
2020-12-15T12:47:44.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C"
2020-12-15T12:47:31.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Information disclosure on debug page

@WebSecAcademy
 https://t.co/OlbdChehpK"
2020-12-15T12:47:24.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcade…"
2020-12-15T12:47:18.000Z,"RT @Vr_coder: I completed the Web Security Academy lab:
Source code disclosure via backup files

@WebSecAcademy
 https://t.co/lNYYkK2FOk"
2020-12-15T12:47:07.000Z,"I completed the Web Security Academy lab:
Source code disclosure via backup files

@WebSecAcademy
 https://t.co/lNYYkK2FOk"
2020-12-15T12:38:28.000Z,"I completed the Web Security Academy lab:
User ID controlled by request parameter with data leakage in redirect

@WebSecAcademy
 https://t.co/uDpKaOar6C"
2020-12-15T12:32:14.000Z,"I completed the Web Security Academy lab:
Information disclosure on debug page

@WebSecAcademy
 https://t.co/OlbdChehpK"
2020-12-15T12:04:32.000Z,"I completed the Web Security Academy lab:
Information disclosure in error messages

@WebSecAcademy
 https://t.co/jjOJSspu8C"
2020-12-13T12:32:20.000Z,"I completed the Web Security Academy lab:
Unprotected admin functionality with unpredictable URL

@WebSecAcademy
 https://t.co/Py0h9tWU2b"
2020-11-11T05:32:15.000Z,RT @ImRo45: Valiant effort through the season. Loved being part of it. What an experience @mipaltan #OneFamily https://t.co/3tcbCUqgnc
2020-11-10T19:55:47.000Z,RT @ABdeVilliers17: Well done @mipaltan ! Without a doubt the best team this year.
2020-11-10T17:27:27.000Z,"Yes we did it again. MI forever 💪🏻. #IPLfinal #IPL2020final #MIvsDC #Rohit .
Best captain @ImRo45 and best team @mipaltan . 
💙 #OneFamily 💙 https://t.co/m2aJeZWPhN"
2020-11-09T06:06:34.000Z,RT @CMD_0_0: I've decided to teach my wife how to do bug bounty. I've showed her some of the basics one's (ref/stored xss/html inj/image up…
2020-11-06T18:33:28.000Z,"#RCBvSRH
Please release sir @ABdeVilliers17. He deserves better than @RCBTweets  chokers. I feel sad only him. How many times it's come to just him and him only. Do you have any shame @RCBTweets ?
Please release him, i want to see trophy in his hand atleast once.Because he is 🐐 https://t.co/uI1vJdavlr"
2020-10-31T18:28:00.000Z,"RT @virendersehwag: One-sided Saturday games after a long time. 
Mumbai chased in 86 balls, Hyderabad finished it in 85 balls. Looked like…"
2020-10-29T14:06:37.000Z,"RT @narendramodi: I strongly condemn the recent terrorist attacks in France, including today's heinous attack in Nice inside a church. Our…"
2020-10-25T17:23:13.000Z,"RT @ngalongc: Bug bounty -- No risk and high return, the only investment is your time. If you are a fast learner just a few months of googl…"
2020-10-23T07:54:47.000Z,RT @hunter0x7: xss : img{background-image:url('javascript:alert()')}
2020-10-23T04:02:06.000Z,"RT @hackaday: What If You Could Design Your Own Aluminum Hand?

[Ian Davis] has decided to start over on his hand. [Ian] is missing four fi…"
2020-10-23T04:01:09.000Z,RT @Hacker0x01: It's the final day of #SecurityAt! We kick off today with a Fireside chat on the shifting culture of #cybersecurity with @j…
2020-10-18T16:43:18.000Z,"I completed the Web Security Academy lab:
Manipulating the WebSocket handshake to exploit vulnerabilities

@WebSecAcademy
 https://t.co/Z2LeMuPOl4 
Learning everyday."
2020-10-11T15:16:10.000Z,RT @hunter0x7: ok https://t.co/Tt6UKUlAvC
2020-10-11T11:56:03.000Z,RT @imVkohli: Many happy returns of the day @hardikpandya7. Wishing you a fabulous year ahead. 😃
2020-10-08T15:22:22.000Z,RT @mrkylefield: I would love nothing more than for @elonmusk to hire a documentarian to simply follow him around 24/7 to ensure all his th…
