time,tweet
2018-09-07T19:14:37.000Z,Just posted a photo https://t.co/YJ0gIV5dNw
2018-09-04T18:56:57.000Z,Just posted a photo https://t.co/J2GhbNqVwk
2018-09-02T13:07:48.000Z,Just posted a photo @ Esplanade One https://t.co/MRB5Ea6vPQ
2018-09-02T13:04:12.000Z,Just posted a photo @ Esplanade One https://t.co/z2bzGkkNvO
2018-09-02T13:02:56.000Z,Just posted a photo @ Esplanade One https://t.co/sDetReMOkJ
2018-08-29T23:39:56.000Z,"Just posted a photo @ Career Launcher, Bhubaneswar https://t.co/TGRvb7kt8G"
2018-08-29T23:35:39.000Z,"Just posted a photo @ Career Launcher, Bhubaneswar https://t.co/FCQHUya6lz"
2018-08-26T14:49:38.000Z,"Thank u so much for making my birthday special by your wishes ,gifts . Glad to have u in my life my friends,my brother,my mentors and Colleagues . Thank u so… https://t.co/ANDLWi8Nhd"
2018-08-24T19:29:24.000Z,"Thank u so my dear friends ☺️😊 @ Bhubaneswar, India https://t.co/IHG1qJ3Kfb"
2018-08-24T19:17:28.000Z,"Thanks for my little crazy younger brother wishing me on my birthday . Thank u so much ☺️ . Wish u good luck ☺️ @ Bhubaneswar, India https://t.co/CYJAPJtZah"
2018-08-24T19:14:53.000Z,"Thanks for my little crazy younger brother wishing me on my birthday . Thank u so much ☺️ . Wish u good luck ☺️ @ Bhubaneswar, India https://t.co/qYlUXoMswf"
2018-08-24T04:13:12.000Z,"Thank u so much for this precious pre birthday gift my dear bestie .  I will always keep it with me . ☺️😊 @ Bhubaneswar, India https://t.co/MbTW6saCZi"
2018-08-21T08:46:40.000Z,"@TechnicalGuruji I am using Lenovo Zuk Z2 plus . Mujhe din 4 ya 5 baar charger lagana padta hey . I take my powebank with me , I think Oppo F9 Pro will make my job simpler ."
2018-08-19T17:06:38.000Z,Self-satisfied . Donate for Kerala . As much you can ☺️ https://t.co/kcxuuuSwcf
2018-08-01T19:58:02.000Z,"When u meet your best mentor in life , u get everything in life . Feeling blessed after meeting madam . ☺️ @ BOCCA Cafe https://t.co/vloYWKjjbw"
2018-06-21T05:09:10.000Z,"*India's best colleges are inviting us, When are you?*
*Don't delay your students success* 
An Event which will give  students an edge over others !!   
Transform your students now and forever.  

Know much more about Mr. Anil Nair and his work on the… https://t.co/6N6KqLdXLk"
2018-06-09T15:43:31.000Z,https://t.co/Q7QQ6xURRW
2018-06-03T19:13:56.000Z,Happy birthday to my… https://t.co/YAXYeW2t7B
2018-05-06T08:03:55.000Z,This is how personally mentored by a great… https://t.co/lp13JyEj5m
2018-04-29T06:07:58.000Z,"https://t.co/kdhYmP36td

 join the live streaming on Number… https://t.co/G3bkUTLEuT"
2018-04-29T02:47:07.000Z,https://t.co/i48dT8xIbk https://t.co/HOVSvNRU2L
2018-04-29T01:51:45.000Z,"*Super Sunday with Mr.Anil Nair* 
(High Voltage, Power Packed… https://t.co/yDAvZKzjGJ"
2018-04-07T10:43:03.000Z,RT @DDNewsLive: #SalmanKhan granted bail in #BlackBuckPoachingCase by Jodhpur Court https://t.co/ZT9aGn4QUU
2018-03-06T12:15:23.000Z,"Finally I got it my most awaited book today . Feeling great ☺️ 

A… https://t.co/iCdWOTepNG"
2018-02-23T18:36:56.000Z,https://t.co/fdxuMIaJE9 https://t.co/chGuK6xwYL
2018-02-23T18:35:48.000Z,Try my new online store Deals with garments and fashion… https://t.co/LSEH9zGHCe
2018-02-23T15:09:19.000Z,"https://t.co/kPDkx1sDRK
My online store.  Deals with… https://t.co/yQqEkQoU7G"
2017-12-21T11:33:34.000Z,"Invite your friends to join our telegram group 
For CAT,MBA ,clgs and cut offs

https://t.co/5dmnwEFwGH"
2017-09-24T06:12:02.000Z,@RajatSharmaLive @narendramodi @PMOIndia Congratulations
2017-09-21T05:37:25.000Z,RT @SRTribikram: @ipsit_sahoo @lenovo Why docs can't get back life post death of patient even after crores spend? what more to expect from…
2017-09-17T17:10:57.000Z,Why @lenovo  can't support battery in exchange of money as it isn't available anywhere https://t.co/nC3dUC7kkz
2017-09-17T17:09:41.000Z,RT @ipsit_sahoo: Even after one year @lenovo service center is unable to provide a battery for @Lenovo_in Z51-70 laptop.Don't buy @lenovo
2017-09-17T17:09:36.000Z,RT @SRTribikram: @ipsit_sahoo @lenovo @Lenovo_in Knowing all these facts and comments I opted for @HP instead @lenovo . some don't really k…
2017-09-14T19:30:42.000Z,@SRTribikram @lenovo @Lenovo_in @HP @Lencare_In I don't want to let anyone to lose anything by purchasing @lenovo  products. Say No to @Lenovo_in
2017-09-14T19:29:43.000Z,"@SRTribikram @lenovo @Lenovo_in @HP Ya u r right . @lenovo is not availing share parts after warranty for @Lenovo_in .The @Lencare_In replied,they can't help me out"
2017-09-14T13:02:02.000Z,Even after one year @lenovo service center is unable to provide a battery for @Lenovo_in Z51-70 laptop.Don't buy @lenovo
2017-09-14T12:56:39.000Z,"RT @ipsit_sahoo: @Lenovo_in @Flipkart Don't buy .I purchased Z51-70 laptop battery got damaged and they are saying they don't support .
Say…"
2017-09-14T12:37:27.000Z,Brought @lenovo Z51-70 laptop from @amazonIN but battery is not available anywhere in IndiaSay no to @Lenovo_in @Lencare_In saying can't hlp
2017-09-14T10:42:35.000Z,@Lenovo_in @Flipkart @lenovo Without battery the laptop is a completely waste and Why are you not availing the battery for @Lenovo_in Z51-70 laptop.
2017-09-14T10:40:20.000Z,@Lenovo_in @Flipkart @lenovo If a customer is purchasing a product from @lenovo  then it's @Lenovo_in primary duty to make available all the spare parts and that Laptop
2017-09-14T10:31:00.000Z,"@Lenovo_in @Flipkart Don't buy .I purchased Z51-70 laptop battery got damaged and they are saying they don't support .
Say no to @lenovo"
2017-09-13T07:27:05.000Z,@Lencare_In It is not available even in the authorized service center @lenovo
2017-09-13T07:16:03.000Z,"@Lencare_In If customer buying something,it's duty of @lenovo  to provide service and as well as parts even after warranty . Nobody resolved in warranty"
2017-09-13T07:11:25.000Z,@Lencare_In Then it's a completely waste of money . If battery is not available for the laptop even after 18 months only .
2017-09-12T20:23:17.000Z,RT @sudarsansand: My SandArt with message stay away from #BlueWhaleGame . at Puribeach #Odisha https://t.co/fdJFLROMwv
2017-09-12T20:12:27.000Z,Battery is no where available even after 18 month for a new model @Lenovo Z51-70 https://t.co/25nsCRCi5K
2017-09-12T20:10:30.000Z,"@Lenovo_in @lenovo laptop are worst ,after using only 1 year battery got degraded of z51-70 laptop .Don't purchase the @lenovo laptop."
2017-09-12T20:07:16.000Z,After calling to @lenovo @Lenovo_in for Z51-70 laptop battery no response found . Since a month I have been trying .Mr @Lencare_In respond .
2017-09-12T20:05:19.000Z,"Worst @lenovo Z51-70 laptop, battery not available after 18 month of purchase, it's duty of @Lenovo_in @Lencare_In to avail it ."
2017-09-12T20:02:10.000Z,@lenovo Z51-70 laptop battery not available anywhere only after 18 months of purchase.Don't buy . Waste of money.@Lenovo_in @Lencare_In
2017-09-12T19:58:56.000Z,"In 18 months @lenovo  @Lenovo_in @Lencare_In Z51-70 battery available nowhere in the service center, waiting fr a month.dnt buy @lenovo"
2017-09-12T19:52:07.000Z,After purchase of @lenovo  Z51-70 laptop batteries are not available since waiting for a long time for @Lenovo_in &amp; @Lencare_In wsted money https://t.co/yZw8mQm8ig
2017-09-12T19:47:27.000Z,"wrrenty @lenovo  Z51-70 battery damged, it's available nowhr,not evn service cntr of @Lenovo_in claimed svral times no result.service poor https://t.co/ZaAIkiavfU"
2017-09-11T17:26:16.000Z,RT @Apple: Join us September 12 at 10am PT to watch the #AppleEvent live at https://t.co/xi6CRXgQPH. Retweet for updates from @Apple. https…
2017-08-29T11:28:51.000Z,RT @achyuta_samanta: Students of KISS attempt Guinness Book of World Records on Largest Laughter Yoga Class! Laugh with them https://t.co/H…
2017-08-24T06:45:06.000Z,RT @achyuta_samanta: My thoughts on #LaughterYoga in The Telegraph today. https://t.co/Qxgq9a0uWX
2017-08-20T06:50:20.000Z,"RT @kanak_news: ଉତ୍କଳ- କଳିଙ୍ଗ ଏକ୍ସପ୍ରେସ୍ ଦୁର୍ଘଟଣା : ୟୁପି ଗଲା ବିଜେଡି ଟିମ୍ 
#kalingUtkalExpressAccident"
2017-08-16T02:07:18.000Z,RT @otvnews: Here’s a look at the headlines this hour #OTV #Odishatv.in. For detailed news tune in to OTV News https://t.co/gOlxVHxZFY
2017-08-16T02:04:22.000Z,@ipsitasahoo28 Diet
2017-08-14T15:57:06.000Z,Just posted a photo @ KIIT University https://t.co/2VqkeVCa14
2017-08-13T05:35:16.000Z,"https://t.co/0Xkg4MyPC7

The latest trend going on https://t.co/0Tum1wO98S"
2017-08-12T05:28:01.000Z,https://t.co/0Xkg4MyPC7
2017-08-10T18:01:33.000Z,"RT @NeetuGarg6: PM @narendramodi observe people in much better fashion, and said to #HamidAnsari ""Now you are free to say anything""!
https:…"
2017-08-10T18:00:16.000Z,RT @republic: Arnab asks on The Debate: Shouldn't #HamidAnsari have quit office if he thought Muslims were 'uneasy'? #AnsariControversy htt…
2017-08-09T03:08:23.000Z,"RT @IndianExpress: Bhutan acknowledges that Doklam is a Chinese area: Official
https://t.co/w8bZOXE2h0"
2017-08-09T03:07:27.000Z,RT @achyuta_samanta: Appreciate the historic decision of land rights to slum dwellers by the State Government. It is going to empower... ht…
2017-08-04T05:43:28.000Z,RT @IndianExpress: IIT Kharagpur graduate hacked Aadhaar data through Digital India app: Police https://t.co/QqsGoDmbrn
2017-07-28T02:56:59.000Z,https://t.co/WZzbfS5RnZ
2017-07-27T16:28:55.000Z,"RT @de_moaned: ଏଠି କାହିଁକି ଏପର୍ଯ୍ୟନ୍ତ 'Odisha' ପ୍ରବର୍ତ୍ତନ ହୋଇନି, କିଛି ଟୀକା ଟିପ୍ପଣୀ ହେଉ...... https://t.co/Iu7zLTHE4z"
2017-07-27T14:20:53.000Z,"RT @IndianExpress: .@NitishKumar comes back to NDA fold after 4 years

https://t.co/mJ1gRUbMaV"
2017-07-27T14:18:35.000Z,"RT @SatyaPrNayak: Iss se kehte hein Chat mangni aur pat byaha..divorce in night, remarriage in d morning..phir bhi #NitishKumar is conscien…"
2017-07-26T17:47:28.000Z,RT @Atheist_Krishna: Kejriwal deleting all the tweets praising Nitish Kumar. https://t.co/9HYeqMmQqY
2017-07-26T17:43:53.000Z,RT @DDNewsLive: .@NitishKumar to take oath as Bihar Chief Minister at 5 pm tomorrow ; BJP-JDU alliance to be back in Bihar. https://t.co/ka…
2017-07-26T17:43:07.000Z,"RT @Babu_Bhaiyaa: LOL! Rajdeep Sardesai ji calling #NitishKumar a Dramebaaj now.. 2 hours ago he was secular, honest, real leader &amp; PM cont…"
2017-07-26T17:42:39.000Z,"RT @indiatvnews: Meeting of BJP-JDU MLAs &amp; leaders at #NitishKumar's residence in #Patna, #Bihar https://t.co/biMmzacaoU"
2017-07-26T17:42:13.000Z,"RT @abpnewstv: #Bihar: @NitishKumar to take oath as Chief Minister tomorrow at 5 pm with BJP's @SushilModi as his deputy, say Sources"
2017-07-26T17:41:06.000Z,"RT @IndianExpress: BJP-JD(U) govt again in #Bihar, #NitishKumar to take oath as chief minister tomorrow https://t.co/2O1tuTyg20 https://t.c…"
2017-07-26T17:38:55.000Z,"RT @itssitu: Like Nitish , now it's time for Jay Panda to leave BJD n join BJP."
2017-07-26T14:41:07.000Z,"RT @daddy4cat: Which is the best book for the CAT which contains previous years’ questions, topicwise? https://t.co/bUH3tNwgvg"
2017-07-23T05:05:56.000Z,RT @itssitu: @arunjaitley I thought there won't be any confusion abt billing of restaurants after GST. Got this bill from a frnd. Care to e…
2017-07-14T19:28:36.000Z,"RT @kanak_news: ରେଳ ବିଭାଗର ବଙ୍ଗାଳୀ ପ୍ରୀତି : ଓଡ଼ିଶା ଷ୍ଟେସନ୍ ପ୍ଲାଟଫର୍ମ ଟିକେଟରେ ନାହିଁ ଓଡ଼ିଆ ଲେଖା
https://t.co/tNl4ZBru7p https://t.co/nZ8WWHCN…"
2017-07-14T02:54:22.000Z,RT @EtvOdiaNews: କଟକ: ରେଭେନ୍‌ସା ବିଶ୍ୱବିଦ୍ୟାଳୟ ଛାତ୍ରଙ୍କୁ ର୍ୟାଗିଂ ଘଟଣା- ହାଇକୋର୍ଟଙ୍କରେ ଆଗୁଆ ଜାମିନ ଆବେଦନ କଲା ଅନ୍ୟ ଜଣେ ଅଭିଯୁକ୍ତ #Odisha
2017-07-13T18:03:43.000Z,RT @spkeonjhar: The super hero uses helmet in reel life. We should use helmet while driving bike in real life. https://t.co/FUMkp75BH1
2017-07-02T12:10:31.000Z,RT @biswajitmohanty: Thanks to @bmcbbsr OLLY is at home though far from the ocean! https://t.co/Xq0xUbEWtB
2017-06-28T03:17:13.000Z,RT @deba1602: ଅଜଣା ଜନ୍ତୁ ହେଉ କିମ୍ବା ଭୂତସହ ସେଲ୍ଫି; ଏସବୁ ଉଦ୍ଭଟ ଘଟଣା ବାଲିଅନ୍ତା - ଫୁଲନଖରା - ନିଆଳି - ବାଲିପାଟଣା ବେଲ୍ଟରେ ହିଁ କାହିଁକି ଘଟେ ତାହା ଅନୁସ…
2017-06-26T19:07:53.000Z,@MICA_Ahmedabad I saw in career 360 that MICA is accepting MAT score . Is it true ?? If true please share the cut off for MAT .
2017-06-26T18:51:42.000Z,RT @SatyaPrNayak: Chappal tactic is no new stunt. 20yr ago how @Naveen_Odisha used media n conned https://t.co/4AhAyOscq1 d video n decode…
2017-06-26T18:38:31.000Z,"RT @IndianExpress: PM Modi US visit LIVE: Meeting with President Donald Trump in a few hours

https://t.co/zjjlP3Z8RJ"
2017-06-26T18:29:14.000Z,Everything solution is provided in Twitter no need to visit service center . https://t.co/6XPyYSC0Ox
2017-06-26T16:30:55.000Z,@lenovo Thanks but if I have any issue I will let u know
2017-06-26T15:27:37.000Z,@SRTribikram Sad 😢😢
2017-06-26T14:56:20.000Z,"Thanks @SRTribikram.Your comments has made a revolution in @lenovo .
@Lenovo_in is good for nothing.But @lenovo solved my case from China☺️😊"
2017-06-26T14:50:49.000Z,"RT @IndianExpress: US Supreme Court reinstates Donald Trump’s 90-day travel ban on six Muslim majority countries

https://t.co/tGKXeEIgjx"
2017-06-24T18:29:07.000Z,@SRTribikram Problem is ??
2017-06-24T18:28:33.000Z,Finally replied after a long  *@lenovo https://t.co/9AaOlJm1Ny
2017-06-24T18:27:14.000Z,@lenovo DM means ??
2017-06-24T18:25:54.000Z,@SRTribikram That girl should understand your feelings😢
2017-06-24T18:25:20.000Z,@SRTribikram Kon hey wo ??
2017-06-24T13:50:12.000Z,@SRTribikram @rahul610 @Lencare_In @lenovo @Lenovo_in @OnePlus_IN
2017-06-24T13:49:46.000Z,@SRTribikram @rahul610 @Lencare_In @lenovo @Lenovo_in Of course . One plus  is better
2017-06-24T13:36:51.000Z,@SRTribikram @rahul610 @Lencare_In @lenovo @Lenovo_in never buy Lenovo product @Lencare_In @Lenovo_in @lenovo
2017-06-24T13:24:28.000Z,"@Lencare_In @Lenovo_in @lenovo @rahul610 Mr Rajesh ,Lenovo told to provide me  warranty of 6 months,so I accepted new phone.But did not gave.Details
 7763944666,rmishra5@lenovo.com"
2017-06-24T13:23:58.000Z,"@rahul610 @Lencare_In @lenovo @Lenovo_in Mr Rajesh ,Lenovo told to provide me  warranty of 6 months,so I accepted new phone.But did not gave.Details
 7763944666,rmishra5@lenovo.com"
2017-06-24T13:22:55.000Z,"@rahul610 @Lencare_In @lenovo @Lenovo_in Mr Rajesh ,Lenovo told to provide me  warranty of 6 months,so I accepted new phone.But did not gave.Details
 7763944666,rmishra5@lenovo.com"
2017-06-24T13:22:24.000Z,RT @ipsit_sahoo: please solve the issue and contact on ipsitsahoo1@gmail.com . More than 2 months gone till today  @rahul610  @Lencare_In @…
2017-06-24T13:22:14.000Z,"Mr Rajesh ,Lenovo told to provide me  warranty of 6 months,so I accepted new phone.But did not gave.Details
 7763944666,rmishra5@lenovo.com https://t.co/A2OvUY18rj"
2017-06-20T19:52:24.000Z,@lenovo my warranty not extended and services us very poor.please look into my case .I have tweeted u before .
2017-06-20T19:51:10.000Z,After 4 months u solved my case and it was assured for the warranty but my warranty is not extended on my new phone . I want a call back . https://t.co/A2OvUY18rj
2017-06-20T19:49:24.000Z,@beautybysophiew  hi
2017-06-20T19:49:16.000Z,@beautybysophiew hi
2017-06-20T19:43:32.000Z,@itssitu ☺️
2017-04-06T13:37:04.000Z,please solve the issue and contact on ipsitsahoo1@gmail.com . More than 2 months gone till today  @rahul610  @Lencare_In @lenovo @Lenovo_in https://t.co/WBsT3OTtzJ
2017-04-06T13:30:32.000Z,"lenovo could n't solve a single vibe x3 in 2 month,since feb 7 17
solve it.

  @Lencare_In  @Lenovo_in  @lenovo   Rahul Agarwal (@rahul610) https://t.co/gYrYADQagk"
2017-02-14T20:06:30.000Z,"https://t.co/Vfku3wN9nB join the group cat , xat , snap , GMAT, nmat, IIFT  , MAT aspirants"
2017-01-28T22:12:40.000Z,Just posted a photo https://t.co/rJMxgiTYUw
2017-01-09T14:44:16.000Z,#NewProfilePic https://t.co/6dU5z8pVqO
2017-01-04T10:32:03.000Z,Just posted a photo @ Cuttack railway station https://t.co/853AyiOvGg
2016-12-01T07:47:47.000Z,Just posted a photo https://t.co/KfijIDTATT
2016-11-09T13:45:28.000Z,RT @BalakrishnanR: Wish there was a live telecast of people opening their bank lockers tomorrow onwards... Better emotions than soap operas
2016-11-09T09:35:03.000Z,"RT @OdishaReporter: ‘ପେଟ୍ରୋଲ ପମ୍ପ ଓ ଗ୍ୟାସ୍‌ ଏଜେନ୍ସୀ ୫୦୦ ଓ ୧୦୦୦ ଟଙ୍କିଆ ନୋଟ୍‌ ନ ନେଲେ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ’ #Odisha #DharmendraPrahan
https://t.co/…"
2016-11-08T14:42:32.000Z,RT @SatyaPrNayak: Not a single senior Congress leader from Delhi flew down to pay homage to Lulu mohapatra. Rahul to Azad no one care to tw…
2016-11-08T12:44:22.000Z,https://t.co/9cUBL6TFMa
2016-11-08T12:43:41.000Z,https://t.co/jsXRfccyhJ
2016-11-08T10:44:44.000Z,"RT @TheQuint: #uselections2016 | We'll be LIVE on FB, discussing what to look forward to with Dr Saumyajit Ray who teaches at JNU
https://t…"
2016-11-08T10:39:11.000Z,"RT @swayamjourno: ସବୁଠି ହାରିବା ପରେ ବି ଶିଖୁନି ପାକିସ୍ତାନ୍
ଦେହରେ ନାହିଁ ଜାନ୍
ତଥାପି କହୁଛି
ଆତଂକି ପଠାଇ ଅଶାନ୍ତ କରିବ ହିନ୍ଦୁସ୍ତାନ"
2016-11-07T19:28:37.000Z,"RT @otvnews: #Odisha Pradesh Cong Committee (OPCC) to observe 3-day mourning on the demise of #LuluMohapatra, says Prasad Harichandan"
2016-11-04T19:14:15.000Z,"RT @SRTribikram: @ipsit_sahoo if I meet Airtel 4G girl, will ask her to come for a challenge round with you . I'm damm sure your speed will…"
2016-11-04T19:14:00.000Z,@SRTribikram thanks
2016-06-21T12:54:19.000Z,Thanks https://t.co/fuvheVTQwU
2016-06-02T04:11:44.000Z,"RT @lenovo: Congrats @pidong199! A random draw decided you get a #LenovoSurprise for the Try Not To Laugh challenge #TeamBonnie
https://t.c…"
2016-05-20T08:54:19.000Z,"@Lenovo_in when the marshmallow update for lenevo vibe x3 will be available ?
My name Ipsit Sahoo
EMAIL 
ipsitsahoo1@gmail.com
Mail me"
2016-05-19T19:44:21.000Z,RT @Lenovo_in: The VIBE X3 is back in stock! Sale begins at 2pm. Get it @amazonIN: https://t.co/fxukuMfm7j https://t.co/7vAdv56TOI
2016-05-19T19:40:46.000Z,@Lenovo_in @amazonIN hi . I have purchased lenevo vibe x3 .when it will receive marshmallow update ??
2016-05-19T19:37:58.000Z,@Lenovo_in hi .I have purchased lenevo vibe x3.when it will receive marshmallow update ??
2016-05-18T08:01:39.000Z,"[https://t.co/7hCPebHuY9] is good,have a look at it!"
2016-05-17T20:38:36.000Z,https://t.co/zADvum0MN4
2016-05-16T17:47:49.000Z,Wow !! https://t.co/rYAIZerrc7
2016-05-14T10:29:35.000Z,@SaritaTanwar hi
2016-05-09T05:05:12.000Z,@SaritaTanwar hi
2016-04-14T04:55:28.000Z,@Titli134 Hi
2016-04-13T11:42:41.000Z,@Titli134 hi
2015-08-30T17:44:59.000Z,@santoshinipooja hi
2015-02-14T07:25:49.000Z,@ipsimicks Hi. I am Ipsit Sahoo. I want to be ur friend. Please follow me on Twitter. http://t.co/X3UZlGbjEi
2015-02-14T07:12:45.000Z,@@ipsitasahoo2 . Hi Ipsita. I am Ipsit Sahoo. I am an engineering student. I want to be ur friend. Please follow me on Twitter.
2015-02-14T07:10:16.000Z,@@pepsiipsi Hi . I am Ipsit Sahoo . I am an engineering student . I want to be ur friend . Please follow me on Twitter .
2015-02-14T07:08:36.000Z,@IpsitaSahoo3 Hi Ipsita . I am Ipsit Sahoo .  Please follow me on Twitter . I want to be ur friend . http://t.co/PZma5cI7iB
