id,time,Valence,Arousal,Dominance,emotion,Found Words,Sadness,Joy,Trust,Fear,Surprise,Anticipation,Anger,Disgust
13,2022-10-31T09:10:22.000Z,7.11,4.86,5.91,Surprise,['touchdown'],0.02,0.02,0.02,0.02,0.79,0.02,0.02,0.02
14,2022-10-30T15:49:15.000Z,5.8450000000000015,3.745,5.9975,Joy,"['tough', 'day', 'focus', 'one']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
15,2022-10-27T10:46:54.000Z,6.46,4.64,6.335,Trust,"['strong', 'result']",0.03,0.03,0.72,0.03,0.03,0.03,0.03,0.03
16,2022-10-24T05:52:12.000Z,7.01875,4.80125,6.385,Joy,"['happy', 'may', 'festival', 'light', 'bring', 'peace', 'joy', 'prosperity']",0.02,0.78,0.02,0.02,0.02,0.02,0.02,0.02
17,2022-10-23T13:09:29.000Z,6.681666666666668,3.85,6.588333333333333,Surprise,"['special', 'win', 'thank', 'fan', 'turn', 'number']",0.02,0.02,0.02,0.02,0.74,0.02,0.02,0.02
18,2022-10-20T04:37:04.000Z,6.481764705882353,4.465882352941176,5.894705882352941,Sadness,"['super', 'enter', 'collect', 'player', 'card', 'amp', 'play', 'cricket', 'game', 'win', 'big', 'prize', 'join', 'get', 'start', 'welcome', 'bonus']",0.72,0.03,0.03,0.03,0.03,0.03,0.03,0.03
19,2022-10-18T05:02:37.000Z,5.995,4.0305,5.8655,Joy,"['select', 'present', 'ultimate', 'flexible', 'shoe', 'would', 'look', 'prefer', 'carry', 'footwear', 'design', 'look', 'explore', 'complete', 'collection', 'modern', 'man', 'move', 'footwear', 'ad']",0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
20,2022-10-18T04:26:29.000Z,6.135,3.785,5.695,Trust,"['let', 'go']",0.03,0.03,0.68,0.03,0.03,0.03,0.03,0.03
21,2022-10-16T05:04:07.000Z,5.416153846153847,4.061538461538461,5.470769230769231,Joy,"['brand', 'bag', 'global', 'position', 'category', 'international', 'giant', 'ignite', 'fire', 'festive', 'season', 'get', 'ad']",0.04,0.6,0.04,0.04,0.04,0.04,0.04,0.04
22,2022-10-15T11:03:42.000Z,6.51,4.6033333333333335,5.613333333333332,Surprise,"['congratulation', 'way', 'go']",0.03,0.03,0.03,0.03,0.72,0.03,0.03,0.03
24,2022-10-14T05:00:00.000Z,6.195,4.67375,5.735,Joy,"['celebration', 'go', 'incomplete', 'magical', 'experience', 'thing', 'delightful', 'ad']",0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03
25,2022-10-12T10:52:23.000Z,5.8475,4.445,6.175,Trust,"['mobility', 'key', 'video', 'credit']",0.04,0.04,0.65,0.04,0.04,0.04,0.04,0.04
27,2022-10-12T05:00:01.000Z,5.76,4.065,5.6775,Surprise,"['gear', 'live', 'amp', 'ad']",0.04,0.04,0.04,0.04,0.64,0.04,0.04,0.04
28,2022-10-11T13:24:15.000Z,6.609999999999999,3.83,6.0,Trust,"['sir', 'thank']",0.02,0.02,0.73,0.02,0.02,0.02,0.02,0.02
29,2022-10-11T04:38:58.000Z,6.791818181818183,4.373636363636364,6.071818181818182,Joy,"['inspiration', 'people', 'generation', 'year', 'happiness', 'good', 'health', 'wish', 'happy', 'birthday', 'sir']",0.02,0.75,0.02,0.02,0.02,0.02,0.02,0.02
30,2022-10-11T04:22:19.000Z,6.1,3.865,5.545,Surprise,"['day', 'boy']",0.03,0.03,0.03,0.03,0.68,0.03,0.03,0.03
31,2022-10-10T05:22:41.000Z,5.735,3.97,5.52642857142857,Joy,"['look', 'extra', 'dose', 'energy', 'get', 'day', 'try', 'energy', 'drink', 'use', 'code', 'get', 'flat', 'ad']",0.04,0.64,0.04,0.04,0.04,0.04,0.04,0.04
32,2022-10-09T07:48:08.000Z,6.303333333333334,4.363333333333333,5.806666666666668,Joy,"['love', 'preparation', 'phase']",0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03
33,2022-10-07T05:07:06.000Z,5.763636363636364,3.9872727272727273,5.814545454545455,Joy,"['choose', 'life', 'go', 'suitcase', 'bag', 'cool', 'deal', 'luggage', 'amp', 'backpack', 'ad']",0.04,0.64,0.04,0.04,0.04,0.04,0.04,0.04
34,2022-10-06T05:41:02.000Z,6.638,5.136,6.0360000000000005,Joy,"['happy', 'birthday', 'hulk', 'god', 'bless']",0.02,0.74,0.02,0.02,0.02,0.02,0.02,0.02
35,2022-10-06T02:08:46.000Z,5.8133333333333335,5.19,5.0,Anticipation,"['bound', 'excite', 'time']",0.04,0.04,0.04,0.04,0.04,0.65,0.04,0.04
36,2022-10-05T04:59:21.000Z,6.673333333333334,4.261666666666667,6.31,Joy,"['may', 'light', 'prevail', 'happy', 'loved', 'one']",0.02,0.74,0.02,0.02,0.02,0.02,0.02,0.02
37,2022-10-03T10:06:45.000Z,5.535,4.1865,5.557,Anger,"['crooked', 'teeth', 'issue', 'neg-let', 'neg-smile', 'check', 'easy', 'solution', 'teeth', 'straighten', 'back', 'expert', 'download', 'book', 'scan', 'start', 'smile', 'makeover', 'journey', 'ad']",0.04,0.04,0.04,0.04,0.04,0.04,0.62,0.04
38,2022-10-02T18:42:56.000Z,7.046,4.396,6.102,Joy,"['great', 'game', 'terrific', 'atmosphere', 'thank']",0.02,0.78,0.02,0.02,0.02,0.02,0.02,0.02
39,2022-10-02T10:48:40.000Z,6.585000000000001,4.38,5.815,Surprise,"['happy', 'hind']",0.02,0.02,0.02,0.02,0.73,0.02,0.02,0.02
40,2022-09-29T05:42:05.000Z,6.2189999999999985,4.187,6.047999999999999,Joy,"['usher', 'new', 'chapter', 'wellness', 'proud', 'associate', 'wellness', 'ambassador', 'see', 'ad']",0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03
41,2022-09-28T18:45:21.000Z,6.609999999999999,4.975,6.02,Trust,"['strong', 'start']",0.02,0.02,0.73,0.02,0.02,0.02,0.02,0.02
42,2022-09-26T08:51:55.000Z,5.876,4.2940000000000005,5.625,Surprise,"['get', 'game', 'head', 'store', 'big', 'fashion', 'festival', 'get', 'deal', 'ad']",0.04,0.04,0.04,0.04,0.65,0.04,0.04,0.04
43,2022-09-26T07:55:56.000Z,5.63,3.514,5.644,Anticipation,"['light', 'click', 'link', 'shop', 'ad']",0.04,0.04,0.04,0.04,0.04,0.63,0.04,0.04
44,2022-09-25T18:07:32.000Z,5.9366666666666665,4.105,6.256666666666668,Surprise,"['brilliant', 'character', 'show', 'boy', 'seal', 'series']",0.03,0.03,0.03,0.03,0.66,0.03,0.03,0.03
45,2022-09-24T16:07:15.000Z,6.01,4.340714285714285,5.960714285714285,Fear,"['great', 'servant', 'cricket', 'congratulation', 'outstanding', 'career', 'inspire', 'woman', 'take', 'sport', 'grit', 'aggression', 'stand', 'wish']",0.03,0.03,0.03,0.67,0.03,0.03,0.03,0.03
47,2022-09-24T06:43:36.000Z,6.526875,4.440625,5.715,Trust,"['think', 'rival', 'feel', 'like', 'beauty', 'sport', 'beautiful', 'sporting', 'picture', 'companion', 'cry', 'know', 'able', 'god', 'give', 'respect']",0.02,0.02,0.73,0.02,0.02,0.02,0.02,0.02
48,2022-09-23T18:10:23.000Z,5.69,3.615,5.65,Surprise,"['square', 'see']",0.04,0.04,0.04,0.04,0.63,0.04,0.04,0.04
49,2022-09-22T05:01:29.000Z,7.326666666666667,4.676666666666667,6.593333333333334,Surprise,"['wish', 'happy', 'birthday']",0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01
51,2022-09-17T05:48:43.000Z,7.0070000000000014,4.4910000000000005,6.5139999999999985,Joy,"['wish', 'prime', 'minister', 'happy', 'birthday', 'wish', 'strength', 'happiness', 'good', 'health']",0.02,0.78,0.02,0.02,0.02,0.02,0.02,0.02
52,2022-09-15T06:16:55.000Z,5.4725,3.565,5.3575,Surprise,"['know', 'cricket', 'slang', 'ad']",0.04,0.04,0.04,0.04,0.61,0.04,0.04,0.04
53,2022-09-12T05:36:17.000Z,6.023157894736843,3.852105263157896,6.043684210526315,Joy,"['healthy', 'meal', 'one', 'fulfill', 'daily', 'need', 'essential', 'nutrition', 'formula', 'shake', 'mix', 'make', 'sure', 'compromise', 'nutritional', 'intake', 'support', 'shake', 'ad']",0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
54,2022-09-09T03:43:31.000Z,6.137777777777778,3.453333333333333,5.612222222222222,Joy,"['thank', 'love', 'support', 'cup', 'campaign', 'get', 'come', 'back', 'time']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
55,2022-09-05T06:52:16.000Z,6.638,3.872,6.526,Surprise,"['teacher', 'mentor', 'contribution', 'society', 'priceless']",0.02,0.02,0.02,0.02,0.74,0.02,0.02,0.02
57,2022-09-01T04:53:03.000Z,6.004,4.141333333333334,5.626,Joy,"['bedside', 'fruit', 'water', 'refreshment', 'neg-hydrate', 'uplifting', 'splash', 'love', 'dive', 'right', 'use', 'code', 'get', 'flat', 'ad']",0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
58,2022-08-31T17:53:35.000Z,6.822857142857143,3.9614285714285717,6.107142857142858,Trust,"['good', 'win', 'special', 'knock', 'sky', 'keep', 'go']",0.02,0.02,0.76,0.02,0.02,0.02,0.02,0.02
60,2022-08-28T19:08:00.000Z,7.0825,4.0475,6.7225,Surprise,"['special', 'win', 'special', 'day']",0.02,0.02,0.02,0.02,0.79,0.02,0.02,0.02
61,2022-08-26T14:16:54.000Z,6.293846153846152,3.9430769230769234,5.858461538461539,Joy,"['great', 'day', 'city', 'unravel', 'fantastic', 'encounter', 'stellar', 'conversation', 'one', 'come', 'back', 'explore', 'thank']",0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03
62,2022-08-25T18:13:33.000Z,6.289,4.3889999999999985,6.3279999999999985,Trust,"['man', 'trust', 'deputy', 'enjoyable', 'exciting', 'period', 'career', 'partnership', 'would', 'special']",0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03
63,2022-08-25T04:40:02.000Z,5.816,3.672,5.86,Joy,"['get', 'hand', 'experience', 'get', 'ad']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
64,2022-08-23T07:40:17.000Z,5.5565,4.0885,5.4845,Joy,"['wait', 'savor', 'cricket', 'worm', 'live', 'cricket', 'score', 'insight', 'expert', 'viral', 'cricket', 'news', 'fixture', 'engage', 'commentary', 'amp', 'viral', 'editorial', 'get', 'ad']",0.04,0.62,0.04,0.04,0.04,0.04,0.04,0.04
65,2022-08-21T06:10:32.000Z,5.821428571428571,4.177857142857143,5.806428571428572,Surprise,"['feeling', 'hit', 'ball', 'power', 'feeling', 'rid', 'hero', 'call', 'turn', 'share', 'video', 'get', 'ready', 'ad']",0.04,0.04,0.04,0.04,0.65,0.04,0.04,0.04
66,2022-08-19T04:26:55.000Z,5.449,4.4060000000000015,5.803,Joy,"['exclusive', 'deal', 'hit', 'link', 'fill', 'shop', 'cart', 'festival', 'sale', 'ad']",0.04,0.61,0.04,0.04,0.04,0.04,0.04,0.04
67,2022-08-18T04:32:18.000Z,6.08,4.07,5.654999999999999,Joy,"['year', 'start']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
69,2022-08-15T04:50:28.000Z,6.6728571428571435,4.457142857142856,6.274285714285713,Joy,"['glorious', 'year', 'proud', 'happy', 'independence', 'day', 'hind']",0.02,0.74,0.02,0.02,0.02,0.02,0.02,0.02
70,2022-08-14T05:02:01.000Z,6.15,3.9857142857142858,5.982857142857143,Joy,"['podium', 'finish', 'do', 'way', 'year', 'independence', 'mega', 'job', 'chap', 'proud', 'partner', 'incredible', 'team', 'one']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
71,2022-08-13T04:39:35.000Z,6.002666666666666,4.09,5.687333333333332,Joy,"['look', 'turn', 'beverage', 'range', 'delicious', 'fruit', 'water', 'mixer', 'energy', 'drink', 'world', 'use', 'code', 'get', 'ad']",0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
72,2022-08-09T07:03:59.000Z,6.4375,4.53375,6.345,Joy,"['bring', 'great', 'country', 'congratulation', 'winner', 'participant', 'proud', 'hind']",0.03,0.72,0.03,0.03,0.03,0.03,0.03,0.03
73,2022-08-06T05:43:25.000Z,6.434666666666668,3.8986666666666654,5.730666666666667,Surprise,"['space', 'grow', 'progress', 'case', 'generation', 'sophistication', 'new', 'luxury', 'progress', 'design', 'one', 'know', 'space', 'progress', 'ad']",0.03,0.03,0.03,0.03,0.71,0.03,0.03,0.03
75,2022-08-03T08:21:35.000Z,6.612380952380952,4.207142857142856,6.100952380952381,Surprise,"['hardworking', 'man', 'full', 'good', 'value', 'amp', 'man', 'call', 'true', 'friend', 'grateful', 'friendship', 'wish', 'get', 'year', 'send', 'wish', 'amp', 'way', 'happy', 'birthday']",0.02,0.02,0.02,0.02,0.73,0.02,0.02,0.02
76,2022-07-30T06:15:14.000Z,4.11,3.33,5.18,Joy,['ad'],0.06,0.46,0.06,0.06,0.06,0.06,0.06,0.06
77,2022-07-28T18:24:06.000Z,6.335714285714285,4.002857142857144,6.008571428571429,Joy,"['wish', 'woman', 'cricket', 'team', 'athlete', 'participate', 'game']",0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03
78,2022-07-26T15:42:39.000Z,6.2200000000000015,3.3,6.02,Joy,"['shade', 'blue']",0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03
79,2022-07-26T15:13:09.000Z,5.345,4.253,5.4929999999999986,Joy,"['salute', 'grit', 'amp', 'armed', 'force', 'protect', 'nation', 'continue', 'everyday', 'hind']",0.04,0.59,0.04,0.04,0.04,0.04,0.04,0.04
80,2022-07-24T14:49:44.000Z,6.87,5.37,6.621428571428572,Joy,"['congratulation', 'win', 'silver', 'world', 'athletics', 'championship', 'proud']",0.02,0.76,0.02,0.02,0.02,0.02,0.02,0.02
81,2022-07-24T06:12:16.000Z,6.610909090909091,4.218181818181819,5.829090909090909,Joy,"['share', 'love', 'crunchy', 'delicious', 'chicken', 'nugget', 'taste', 'like', 'meat', 'love', 'ad']",0.02,0.73,0.02,0.02,0.02,0.02,0.02,0.02
82,2022-07-22T06:06:11.000Z,6.12125,4.073125,5.86,Joy,"['extravaganza', 'extend', 'wish', 'qualify', 'part', 'mega', 'event', 'able', 'attend', 'event', 'person', 'send', 'wish', 'entire', 'family', 'ad']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
83,2022-07-18T06:15:17.000Z,5.548571428571429,3.897857142857143,5.482857142857144,Joy,"['let', 'pressure', 'game', 'change', 'change', 'game', 'visit', 'claim', 'special', 'price', 'use', 'coupon', 'code', 'ad']",0.04,0.62,0.04,0.04,0.04,0.04,0.04,0.04
84,2022-07-17T18:13:43.000Z,6.23,5.193333333333333,6.306666666666668,Trust,"['brilliant', 'run', 'chase', 'great', 'series', 'win']",0.03,0.03,0.69,0.03,0.03,0.03,0.03,0.03
85,2022-07-16T11:39:27.000Z,6.56,3.866,6.428,Joy,"['thank', 'keep', 'shining', 'rise', 'wish']",0.02,0.73,0.02,0.02,0.02,0.02,0.02,0.02
86,2022-07-16T08:03:01.000Z,6.21,3.64,6.36,Joy,['perspective'],0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03
88,2022-07-07T14:35:14.000Z,5.435,4.388,5.524,Joy,"['make', 'fear', 'thing', 'past', 'express', 'festival', 'start', 'ready', 'apply', 'ad']",0.04,0.6,0.04,0.04,0.04,0.04,0.04,0.04
89,2022-07-07T06:30:42.000Z,6.2507142857142854,4.432857142857143,5.782857142857143,Trust,"['leader', 'like', 'neg-thanks', 'do', 'cricket', 'become', 'like', 'elder', 'brother', 'love', 'respect', 'happy', 'birthday', 'skip']",0.03,0.03,0.69,0.03,0.03,0.03,0.03,0.03
90,2022-06-30T16:07:23.000Z,5.4250000000000025,4.77,4.75,Joy,"['run', 'test']",0.04,0.6,0.04,0.04,0.04,0.04,0.04,0.04
91,2022-06-28T06:15:03.000Z,5.446470588235294,4.0594117647058825,5.3,Trust,"['corner', 'nation', 'digit', 'dance', 'people', 'show', 'trust', 'digit', 'car', 'bike', 'health', 'travel', 'insurance', 'neg-help', 'neg-dance', 'digit', 'ad']",0.04,0.04,0.61,0.04,0.04,0.04,0.04,0.04
92,2022-06-26T10:58:15.000Z,7.77,3.33,6.89,Surprise,['thank'],0.01,0.01,0.01,0.01,0.86,0.01,0.01,0.01
93,2022-06-23T05:57:50.000Z,6.102,4.14,6.026,Joy,"['explore', 'scent', 'style', 'get', 'ad']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
94,2022-06-21T17:25:44.000Z,6.776666666666666,3.8966666666666665,6.343333333333334,Joy,"['practice', 'stay', 'happy']",0.02,0.75,0.02,0.02,0.02,0.02,0.02,0.02
95,2022-06-20T08:03:15.000Z,5.83,4.155,4.82,Anticipation,"['time', 'fly']",0.04,0.04,0.04,0.04,0.04,0.65,0.04,0.04
98,2022-06-14T05:30:55.000Z,5.73,4.6033333333333335,5.603888888888887,Joy,"['energy', 'drink', 'world', 'energy', 'glucose', 'vitamin', 'positive', 'charge', 'bring', 'crash', 'earth', 'flash', 'available', 'store', 'amp', 'lead', 'platform', 'ad']",0.04,0.64,0.04,0.04,0.04,0.04,0.04,0.04
100,2022-06-11T07:33:41.000Z,5.535454545454545,4.6427272727272735,5.655454545454545,Trust,"['fashion', 'sale', 'get', 'end', 'reason', 'sale', 'hit', 'link', 'shop', 'sale', 'ad']",0.04,0.04,0.62,0.04,0.04,0.04,0.04,0.04
101,2022-06-11T05:32:46.000Z,5.5858333333333325,4.5808333333333335,5.694166666666668,Surprise,"['end', 'reason', 'sale', 'get', 'deal', 'fashion', 'sale', 'hit', 'link', 'shop', 'sale', 'ad']",0.04,0.04,0.04,0.04,0.62,0.04,0.04,0.04
102,2022-06-06T10:34:35.000Z,5.816363636363636,3.6454545454545455,5.920909090909091,Surprise,"['leap', 'experience', 'download', 'find', 'special', 'wait', 'get', 'shop', 'ad', 'click', 'download']",0.04,0.04,0.04,0.04,0.65,0.04,0.04,0.04
103,2022-06-05T13:05:36.000Z,6.818125,4.211875,6.005,Joy,"['proud', 'support', 'amazing', 'initiative', 'give', 'opportunity', 'celebrity', 'clothes', 'plant', 'tree', 'learn', 'good', 'go', 'check', 'get', 'involve']",0.02,0.76,0.02,0.02,0.02,0.02,0.02,0.02
104,2022-06-03T13:37:22.000Z,5.522857142857144,3.994285714285714,5.5614285714285705,Joy,"['strive', 'amp', 'move', 'click', 'link', 'shop', 'ad']",0.04,0.61,0.04,0.04,0.04,0.04,0.04,0.04
105,2022-06-01T04:51:44.000Z,5.944285714285713,4.15,5.4385714285714295,Sadness,"['lose', 'magnificent', 'singer', 'time', 'family', 'close', 'one']",0.66,0.03,0.03,0.03,0.03,0.03,0.03,0.03
106,2022-05-28T13:32:20.000Z,6.050909090909091,3.9409090909090914,5.861818181818182,Joy,"['big', 'thanks', 'management', 'support', 'staff', 'people', 'part', 'amazing', 'franchise', 'see', 'season']",0.03,0.67,0.03,0.03,0.03,0.03,0.03,0.03
107,2022-05-28T13:32:19.000Z,5.874,4.146,5.84,Trust,"['win', 'man', 'army', 'fantastic', 'back', 'campaign', 'make', 'cricket', 'special', 'stop']",0.04,0.04,0.65,0.04,0.04,0.04,0.04,0.04
108,2022-05-28T07:11:58.000Z,6.137777777777778,4.675555555555556,6.093333333333334,Joy,"['hear', 'loss', 'life', 'brave', 'soldier', 'family', 'pray', 'speedy', 'recovery']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
110,2022-05-21T21:02:17.000Z,6.27,4.05,5.5,Joy,['feel'],0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03
112,2022-05-21T05:05:54.000Z,6.116875,4.040625,5.89,Joy,"['drink', 'summer', 'fruit', 'water', 'refreshing', 'hydrate', 'full', 'delicious', 'fruit', 'get', 'store', 'lead', 'platform', 'vitamin', 'glucose', 'ad']",0.03,0.68,0.03,0.03,0.03,0.03,0.03,0.03
113,2022-05-20T06:56:00.000Z,6.523,5.118,6.5139999999999985,Joy,"['make', 'country', 'proud', 'congratulation', 'win', 'win', 'woman', 'world', 'boxing', 'championship']",0.03,0.72,0.03,0.03,0.03,0.03,0.03,0.03
114,2022-05-20T03:53:17.000Z,6.183333333333334,4.053333333333334,6.496666666666666,Trust,"['patience', 'amp', 'belief']",0.03,0.03,0.69,0.03,0.03,0.03,0.03,0.03
115,2022-05-18T13:35:48.000Z,6.725,3.595,5.85,Joy,"['clean', 'day']",0.02,0.75,0.02,0.02,0.02,0.02,0.02,0.02
116,2022-05-18T04:03:56.000Z,5.813157894736843,4.1842105263157885,5.7073684210526325,Joy,"['natural', 'power', 'come', 'natural', 'responsibility', 'energy', 'drink', 'can', 'make', 'contain', 'recycled', 'aluminum', 'get', 'cool', 'drink', 'neg-good', 'environment', 'ocean', 'ad']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
117,2022-05-16T12:59:21.000Z,5.56,4.76,5.63,Trust,"['result', 'neg-hand', 'effort']",0.04,0.04,0.62,0.04,0.04,0.04,0.04,0.04
118,2022-05-16T06:49:12.000Z,5.696666666666667,4.013333333333334,5.8533333333333335,Surprise,"['life', 'shop', 'collection', 'click', 'link', 'ad']",0.04,0.04,0.04,0.04,0.63,0.04,0.04,0.04
119,2022-05-15T10:53:42.000Z,6.36,4.64625,6.25625,Joy,"['historic', 'achievement', 'massive', 'moment', 'congratulation', 'team', 'win', 'cup']",0.03,0.71,0.03,0.03,0.03,0.03,0.03,0.03
120,2022-05-15T06:06:01.000Z,5.8308333333333335,4.5275,5.510833333333332,Joy,"['shocking', 'hear', 'pass', 'may', 'soul', 'rip', 'god', 'give', 'strength', 'family', 'difficult', 'moment']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
122,2022-05-12T13:14:20.000Z,5.23,4.3,6.02,Anger,"['say', 'work', 'stop']",0.05,0.05,0.05,0.05,0.05,0.05,0.58,0.05
123,2022-05-11T06:45:02.000Z,6.0920000000000005,4.167,5.721,Fear,"['wild', 'amp', 'free', 'feel', 'right', 'know', 'follow', 'click', 'link', 'ad']",0.03,0.03,0.03,0.68,0.03,0.03,0.03,0.03
124,2022-05-09T05:28:18.000Z,5.95842105263158,4.509473684210526,5.910526315789473,Trust,"['adventure', 'one', 'experience', 'cricket', 'create', 'platform', 'sport', 'amp', 'fitness', 'design', 'collection', 'journey', 'proud', 'part', 'neg-sport', 'amp', 'lifestyle', 'brand', 'ad']",0.03,0.03,0.66,0.03,0.03,0.03,0.03,0.03
125,2022-05-08T14:23:03.000Z,6.74,5.3675,6.2475000000000005,Joy,"['firecracker', 'game', 'great', 'win']",0.02,0.75,0.02,0.02,0.02,0.02,0.02,0.02
126,2022-05-08T06:20:02.000Z,7.53,4.95875,6.48875,Joy,"['love', 'happiness', 'mother', 'strength', 'wish', 'happy', 'mother', 'day']",0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01
127,2022-05-06T06:45:27.000Z,5.851,3.984,5.922999999999999,Joy,"['head', 'page', 'reel', 'stand', 'chance', 'win', 'cool', 'backpack', 'amp', 'ad']",0.04,0.65,0.04,0.04,0.04,0.04,0.04,0.04
128,2022-05-06T06:45:26.000Z,5.691111111111113,3.914444444444445,5.6944444444444455,Anticipation,"['enter', 'follow', 'make', 'reel', 'mention', 'head', 'summer', 'tag', 'use']",0.04,0.04,0.04,0.04,0.04,0.63,0.04,0.04
129,2022-05-06T06:45:25.000Z,5.996428571428571,4.008571428571429,5.617857142857144,Surprise,"['girl', 'guy', 'worry', 'get', 'leaf', 'approve', 'get', 'way', 'make', 'sure', 'get', 'contest', 'open', 'page']",0.03,0.03,0.03,0.03,0.67,0.03,0.03,0.03
131,2022-05-03T15:50:29.000Z,4.76,2.59,5.22,Joy,['back'],0.05,0.53,0.05,0.05,0.05,0.05,0.05,0.05
132,2022-05-02T06:34:09.000Z,5.9837500000000015,4.1275,5.9375,Joy,"['like', 'experience', 'head', 'link', 'exclusive', 'summer', 'offer', 'ad']",0.03,0.66,0.03,0.03,0.03,0.03,0.03,0.03
133,2022-05-01T11:12:12.000Z,6.6322222222222225,4.024444444444445,5.747777777777778,Joy,"['thank', 'god', 'bear', 'know', 'would', 'beautiful', 'great', 'afternoon', 'folk']",0.02,0.74,0.02,0.02,0.02,0.02,0.02,0.02
134,2022-04-22T13:44:53.000Z,6.9,4.05,5.863333333333332,Surprise,"['good', 'vibe', 'camp']",0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02
135,2022-04-21T05:13:49.000Z,5.288181818181818,3.959090909090909,5.34,Joy,"['retire', 'hurt', 'interior', 'mess', 'recipe', 'neg-want', 'get', 'quality', 'material', 'finish', 'ad']",0.04,0.59,0.04,0.04,0.04,0.04,0.04,0.04
136,2022-04-19T18:26:09.000Z,6.516666666666668,5.236666666666666,6.276666666666666,Joy,"['game', 'win', 'amp']",0.03,0.72,0.03,0.03,0.03,0.03,0.03,0.03
137,2022-04-18T16:57:46.000Z,5.186,3.298,4.898,Trust,"['keep', 'tick', 'small', 'box', 'everyday']",0.05,0.05,0.58,0.05,0.05,0.05,0.05,0.05
